,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
3057,メイア,「え……」,M-05/style_B,G-01,,,back-006,,,,,,,,,,,$
3058,グレイ,「ここ最近のあいつ、ほんまに楽しそうやったからなあ」,M-05/style_B,G-01,,,back-006,,,,,,,,,V-3058,,$
3059,グレイ,"「軍じゃ色々やっかみ受けることも多かったから、
せめて外でああして笑えるところがあればクラインも救われるやろ」",M-05/style_B,G-01,,,back-006,,,,,,,,,V-3059,,$
3060,メイア,「やっかみって……そうだったんですか？」,M-05/style_B,G-01,,,back-006,,,,,,,,,,,$
3061,グレイ,"「ああ。あいつ、あの若さで特務部隊のエースやからな。
老害共に何かと標的にされることも多かったんや」",M-05/style_B,G-01,,,back-006,,,,,,,,,V-3061,,$
3062,グレイ,"「クラインもクラインで、今の地位に収まるまでに色んな努力をしてきた。
それがあいつの覚悟やし、俺も分かっとる」",M-05/style_B,G-03,,,back-006,,,,,,,,,V-3062,,$
3063,グレイ,「せやけど……見えんやつには分からんからなあ」,M-05/style_B,G-01,,,back-006,,,,,,,,,V-3063,,$
3064,グレイ,"「親心……やないんやけど、何やろうな。
銀蝶隊にあいつを誘ったのは俺やから。長いこと見てる分、気にかけてしまうんやわ」",M-05/style_B,G-01,,,back-006,,,,,,,,,V-3064,,$
3065,メイア,「……そう、だったんですね」,M-04/style_B,G-01,,,back-006,,,,,,,,,,,$
3066,グレイ,"「……しかし、お嬢ちゃんも大概あいつのことを気にかけとるな。
秒読みなのはほんまやったか」",M-04/style_B,G-01,,,back-006,,,,,,,,,V-3066,,$
3067,メイア,「えっ？」,M-05/style_B,G-01,,,back-006,,,,,,,,,,,$
3068,グレイ,"「……なあ、メイアさん。
あんた、実際のところクラインのこと、どう思ってるん？」",M-05/style_B,G-02,,,back-006,,,,,,,,,V-3068,,$
3069,メイア,「えっ！？」,M-10/style_B,G-02,,,back-006,,,,,,,,,,,$
,,,,,,,back-006,そ、それは……/KleinLove_low,放っておけない人/KleinLove_high,,,,,,,,,$
3070,メイア,「え、えっと……それは、その……」,M-03/style_B,G-02,,,back-006,,,Aonly,,,,,,,,$
3071,グレイ,"「ははっ、堪忍な。
いきなりこないな質問するもんやなかったな」",M-03/style_B,G-02,,,back-006,,,Aonly,,,,,,V-3071,,$
3072,メイア,「い、いえ……」,M-10/style_B,G-02,,,back-006,,,Aonly,,,,,,,,$
3072,メイア,"「ええと……言葉にするなら、
『放っておけない人』……でしょうか」",M-10/style_B,G-02,,,back-006,,,Bonly,,,,,,,,$
3073,グレイ,「……ほう？」,M-10/style_B,G-01,,,back-006,,,Bonly,,,,,,V-3073,,$
3074,メイア,"「最初はチャラチャラしてるけど頼りになる人って感じだったんですけど、仲	良くなってきて……
特に最近は、目を離していられないというか」",M-01/style_B,G-01,,,back-006,,,Bonly,,,,,,,,$
3075,メイア,「放っておけないんです。保護者感とは、また違うんですけど……」,M-01/style_B,G-01,,,back-006,,,Bonly,,,,,,,,$
3076,グレイ,"「ふうん……なるほどなあ。
心配しとるんやな、あいつのこと」",M-01/style_B,G-02,,,back-006,,,Bonly,,,,,,V-3076,,$
3077,グレイ,「……お嬢ちゃんがクラインのことをよう思ってくれているのは分かったわ」,,G-01,,,back-006,,,,,,,,,V-3077,,$
3078,グレイ,"「ほなら、お嬢ちゃん。
──あんたは、クラインのためならなんでもできるか？」",,G-01,,,back-006,,,,,,,,,V-3078,,$
3079,メイア,「え？　……それは、どういう」,M-05/style_B,G-01,,,back-006,,,,,,,,,,,$
3080,グレイ,「ただのたとえ話や。ええから」,M-05/style_B,G-01,,,back-006,,,,,,,,,V-3080,,$
3081,メイア,"「なんでも……の範囲にもよりますけど。
……でも、困っていることがあるなら力になりたいって思います」",M-04/style_B,G-01,,,back-006,,,,,,,,,,,$
3082,メイア,"「クラインは、あまり格好悪い自分を見せたがらないから。
もしそれをさらけ出してくれるときが来たら……どんなことでも協力したい。そう思います」",M-01/style_B,G-01,,,back-006,,,,,,,,,,,$
3083,グレイ,「……そうか。あんた、『ええ子』なんやな」,M-01/style_B,G-01,,,back-006,,,,,,,,,V-3083,,$
3084,メイア,「そうでもないですよ」,M-02/style_B,G-01,,,back-006,,,,,,,,,,,$
3085,グレイ,"「いや、あんたはええ子や。
びっくりするほどにな」",M-02/style_B,G-02,,,back-006,,,,,,,,,V-3085,,$
3086,グレイ,"「そんなお嬢ちゃんやったら、きっと大丈夫や。
クラインのことも救ってやれる。……お嬢ちゃんにしか、でけへんことや」",M-02/style_B,G-01,,,back-006,,,,,,,,,V-3086,,$
3087,メイア,「グレイさん……」,M-05/style_B,G-01,,,back-006,,,,,,,,,,,$
3088,グレイ,「……やから、早いとこ仲直りしてくれると俺も嬉しいんやけどなあ！」,M-05/style_B,G-02,,,back-006,,,,,,,,,V-3088,,$
3089,グレイ,「すまんな、長々話してもうて」,M-05/style_B,G-01,,,back-006,,,,,,,,,V-3089,,$
3090,メイア,"「いえ、そんな！
……グレイさんは、クラインのお兄さんみたいですね」",M-02/style_B,G-01,,,back-006,,,,,,,,,,,$
3091,グレイ,「お兄さん……はは、そう見えるか？」,M-02/style_B,G-01,,,back-006,,,,,,,,,V-3091,,$
3092,グレイ,"「……ま、何か困ったことがあれば俺も協力するさかい。
クラインをよろしゅうな、お嬢ちゃん」",M-02/style_B,G-01,,,back-006,,,,,,,,,V-3092,,$
3093,メイア,「……はい！」,M-02/style_B,G-01,,,back-006/FO,,,,,,,BGM-022/FO,,,,$
3094,リート,「……久しぶりだな、会うのは半年ぶりか」,,L-01,,,back-005-sun/FI,,,,,,,BGM-006/CI,,V-3094,,$
3095,リート,「調子はどうだ？　――テオドア」,,L-01,,,back-005-sun,,,,,,,,,V-3095,,$
3096,テオドア,「僕は元気だよ。仕事の方もぼちぼち、楽しくやれてるしね」,,,T-02,L-01,back-005-sun,,,,,,,,,V-3096,,$
3097,テオドア,"「……それより、キミこそどうしたの？
少し目を離した隙にお屋敷も随分明るくなったじゃないか」",,,T-01,L-01,back-005-sun,,,,,,,,,V-3097,,$
3098,リート,「……あれは、俺がしたことではない」,,,T-01,L-01a,back-005-sun,,,,,,,,,V-3098,,$
3099,リート,"「成り行きで一人、使用人を雇ったんだ。
変化はすべて、彼女の起こしたものだ」",,,T-01,L-01,back-005-sun,,,,,,,,,V-3099,,$
3100,テオドア,「……！　キミがまさか、人と一緒に過ごすなんて」,,,T-01,L-01,back-005-sun,,,,,,,,,V-3100,,$
3101,リート,「三ヶ月だけだ。もうすぐで期日を迎える」,,,T-01,L-01,back-005-sun,,,,,,,,,V-3101,,$
3102,リート,"「それより……お前に見せたいものがある。
そのために手紙を出した」",,,T-01,L-01,back-005-sun,,,,,,,,,V-3102,,$
3103,テオドア,「……！　これ……！」,,,T-03,L-01,back-005-sun,,,,,N-object-011,,,,V-3103,,$
3104,リート,"「その使用人が、銀蝶隊の軍人と懇意にしていてな。
そいつが落としたものだ」",,,T-03,L-01,back-005-sun,,,,,,,,,V-3104,,$
3105,テオドア,「懇意って……キミも、随分危ない橋を渡るね」,,,T-03,L-01,back-005-sun,,,,,,,,,V-3105,,$
3106,リート,"「知らなかったんだ。
それに、無理に言っても不自然だろう」",,,T-03,L-04,back-005-sun,,,,,,,,,V-3106,,$
3107,リート,「それより、その薬……何か分からないか？」,,,T-03,L-01,back-005-sun,,,,,,,,,V-3107,,$
3108,リート,「銀蝶隊のものだ。何か裏があるものだとは思うが……」,,,T-03,L-01,back-005-sun,,,,,,,,,V-3108,,$
3109,テオドア,「……少し、時間を貰ってもいいかな」,,,T-03,L-01,back-005-sun,,,,,,,,,V-3109,,$
3110,テオドア,"「恐らく、見立てに間違いは無いと思う。
だけど、これが『完成品』の場合、どんな改良が為されているか分からない」",,,T-03,L-01,back-005-sun,,,,,,,,,V-3110,,$
3111,テオドア,「――『ハレルヤ』。……歓喜の名を冠した、最悪の薬だ」,,,T-03,L-01,back-005-sun/FO,,,,,,,BGM-006/CO,,V-3111,,$
3112,グレイ,「……ああ、お疲れさまです。お忙しいところ申し訳ない」,,G-03,,,back-016/FI,,,,,,,,,V-3112,,$
3113,グレイ,"「ああ、いえ……
少し、緊急でご報告したいことがありまして」",,G-03,,,back-016,,,,,,,,,V-3113,,$
3114,グレイ,"「完成の目処が立ちそうなんです。
随分長らくお待たせしてしまい、申し訳有りません」",,G-01,,,back-016,,,,,,,,,V-3114,,$
3115,グレイ,"「ええ、これで我々は世界最高峰の武力を手にすることができる……
世界は、あなた方の思うままになるでしょう」",,G-01,,,back-016,,,,,,,,,V-3115,,$
3116,グレイ,「──漸く、『褄紅計画』が完遂します」,,G-04,,,back-016/FO,,,,,,,,,V-3116,,$
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
