,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
2737,クライン,"「いつも食いもんは買ってくるか外で食うかだし、部屋のキッチン使ったこと無いし。
それで下手に料理試して、野菜ダメにしたらそれこそあの母娘に悪いだろ」",,K-07,,,back-006,,,,,,,,,V-2737,,$
2738,メイア,「…………」,,K-07,,,back-006,,,,,,,,,,,$
2739,クライン,"「だから、貰ってくんねえかな。
勿論、あんたの屋敷まで運ぶのは手伝うよ。 
あんたと、あんたのご主人とで美味しく食べてくれ」",,K-07,,,back-006,,,,,,,,,V-2739,,$
2740,メイア,「……でも……」,,K-07,,,back-006,,,,,,,,,,,$
2741,メイア,（……あっ）,,K-07,,,back-006,,,,,,,,,,,$
2742,メイア,"「待って！ なら、私が作るよ。
それならクラインも食べられるでしょ？」",,K-07,,,back-006,,,,,,,,,,,$
2743,クライン,「え……でも、いいのか？」,,K-05,,,back-006,,,,,,,,,V-2743,,$
2744,メイア,"「どっちにしろ、こんな量一人でお屋敷まで運べないもの。
手伝ってくれたお礼に」",,K-05,,,back-006,,,,,,,,,,,$
2745,メイア,「……それに、やっぱりクラインが貰ったお礼なんだからクラインが食べるべきだよ」,,K-05,,,back-006,,,,,,,,,,,$
2746,クライン,「……メイアがそう言うなら……ありがとな」,,K-01,,,back-006,,,,,,,,,V-2746,,$
2747,メイア,"「これくらいいいよ。
クライン、本当に美味しそうに食べてくれるから作るのが楽しいんだ」",,K-01,,,back-006,,,,,,,,,,,$
2748,クライン,"「へへ、そっか。
……そうだ、そういえばあんたの屋敷ってどこにあるんだ？
高級街の方じゃなさそうだけど」",,K-03,,,back-006,,,,,,,,,V-2748,,$
2749,メイア,"「えっとね、森の中にあるの。
街の外れに深い森があるでしょう？　あそこの奥」",,K-03,,,back-006,,,,,,,,,,,$
2750,クライン,「…………えっ？」,,K-05,,,back-006,,,,,,,,,V-2750,,$
2751,クライン,"「……ま、待ってくれ。
森って……まさか、『迷いの森』の話をしてるんじゃな いよな？」",,K-05,,,back-006,,,,,,,,,V-2751,,$
2752,メイア,「あ、そう呼ばれてるらしいね。前にご主人様が言ってた……」,,K-05,,,back-006,,,,,,,,,,,$
2753,クライン,「――嘘だろ！？」,,K-06,,,back-006,,,,,,,,,V-2753,,$
2754,メイア,「！？」,,K-06,,,back-006,,,,,,,,,,,$
2755,クライン,"「お前、マジで言ってんのか！？
あんなとこ人の住む場所じゃないだろ！」",,K-06,,,back-006,,,,,,,,,V-2755,,$
2756,クライン,"「一度入ったら迷って出られねえ、吸血鬼が出るって噂もある森だ。
ならず者すら入らないって有名なんだぜ！？　そこに住んでるって……」",,K-06,,,back-006,,,,,,,,,V-2756,,$
2757,メイア,"「確かに暗いけど、静かでいいところだよ。
それに、道さえわかってれば迷うこともないもの」",,K-06,,,back-006,,,,,,,,,,,$
2758,クライン,「ええ……そんなもんなのか……？」,,K-07,,,back-006,,,,,,,,,V-2758,,$
2759,メイア,"「ほら、早く行こう！
あ……クライン、二袋も持てる？」",,K-07,,,back-006,,,,,,,,,,,$
2760,クライン,「え、ああ。それはいけるけど……」,,K-05,,,back-006,,,,,,,,,V-2760,,$
2761,メイア,「本当？　無理しないでね。それじゃ、ついてきて！」,,K-05,,,back-006,,,,,,,,,,,$
2762,クライン,"「あっ、ちょっ……ま、待てよ！
メイアーっ！」",,K-06,,,back-006/SO,,,,,,,,,V-2762,,$
2763,クライン,「…………」,,K-07,,,back-001/SI,,,,,,,,,V-2763,,$
2764,クライン,「……な、なあ……メイア」,,K-07,,,back-001,,,,,,,,,V-2764,,$
2765,メイア,「なあに？」,,K-07,,,back-001,,,,,,,,,,,$
2766,クライン,"「ほ、本当にこっちで合ってるんだよな？
どんどん道暗くなってっけど、マジでこっちなんだよな！？」",,K-07,,,back-001,,,,,,,,,V-2766,,$
2767,メイア,「？　合ってるけど……」,,K-07,,,back-001,,,,,,,,,,,$
2768,クライン,「本当だな！？　信じるからな！？」,,K-06,,,back-001,,,,,,,,,V-2768,,$
2769,メイア,"「……？
いつも通ってる道だし、間違えるわけ……」",,K-06,,,back-001,,,,,,,,,,,$
2770,メイア,（……あ、もしかして……）,,K-06,,,back-001,,,,,,,,,,,$
2771,メイア,「クラインって……」,,K-06,,,back-001,,,,,,,,,,,$
,,,,,,,,怖いの？/KleinLove_low,手繋いであげようか/KleinLove_high,,,,,,,,,$
2772,メイア,「もしかして、暗いの苦手なの？」,,K-06,,,back-001,,,Aonly,,,,,,,,$
2773,クライン,「ばっ……！　んなわけねーだろ！」,,K-08,,,back-001,,,Aonly,,,,,,V-2773,,$
2774,メイア,"「そう？　それにしては、
なんだかいつもよりびくびくしてるような……」",,K-08,,,back-001,,,Aonly,,,,,,,,$
2775,クライン,"「ち……ちっげーよ！
クライン様に怖いものなんてあるわけねーだろ！」",,K-08,,,back-001,,,Aonly,,,,,,V-2775,,$
2776,クライン,"「そもそも、暗いのは本当にどうってことない。
一番ヤバいのは、オバケとか… …」",,K-07,,,back-001,,,Aonly,,,,,,V-2776,,$
2777,クライン,「……あ」,,K-05,,,back-001,,,Aonly,,,,,,V-2777,,$
2778,メイア,「……オバケ」,,K-05,,,back-001,,,Aonly,,,,,,,,$
2779,クライン,「ちっ……それは、だから……っ」,,K-06,,,back-001,,,Aonly,,,,,,V-2779,,$
2780,クライン,「…………あーーーーーーッッッッ！！！」,,K-08,,,back-001,,,Aonly,,,,,,V-2780,,$
2781,クライン,"「そうだよ、オバケ怖えよ！！
悪いか！！！」",,K-08,,,back-001,,,Aonly,,,,,,V-2781,,$
2782,メイア,「わ、悪くなんてないけど……ちょっと意外で」,,K-08,,,back-001,,,Aonly,,,,,,,,$
2783,クライン,"「だって、わけわかんねえだろオバケって。
向こうはこっちに攻撃できんのに、 こっちは向こうに攻撃できないんだぜ？
どうしろってんだよ」",,K-07,,,back-001,,,Aonly,,,,,,V-2783,,$
2784,メイア,「……あ、そういう理由？」,,K-07,,,back-001,,,Aonly,,,,,,,,$
2785,クライン,"「と……とにかく！　オバケだけはダメなんだよ。
ここで迷ったらマジでオレ、何も出来ないからな！？　頼むぞ、メイア！」",,K-07,,,back-001,,,Aonly,,,,,,V-2785,,$
2786,メイア,「怖いなら、手繋いであげようか」,,K-06,,,back-001,,,Bonly,,,,,,,,$
2787,クライン,「はっ！？　な、なな何言ってんだあんた……」,,K-06,,,back-001,,,Bonly,,,,,,V-2787,,$
2788,メイア,「はぐれるのが不安なのかなって思ったんだけど……違った？」,,K-06,,,back-001,,,Bonly,,,,,,,,$
2789,メイア,"「マリーちゃん、手を握ったら少しだけ落ち着いたから。
だから、不安な人の手は握ってあげたほうがいいのかなって」",,K-06,,,back-001,,,Bonly,,,,,,,,$
2790,クライン,「……あんた、オレと子供一緒にしてんのか？」,,K-07,,,back-001,,,Bonly,,,,,,V-2790,,$
2791,メイア,"「え！？　そういうわけじゃ……
ごめんね、嫌だった？」",,K-07,,,back-001,,,Bonly,,,,,,,,$
2792,クライン,「や、嫌っ……つーか……」,,K-07,,,back-001,,,Bonly,,,,,,V-2792,,$
2793,クライン,「…………」,,K-04,,,back-001,,,Bonly,,,,,,V-2793,,$
2794,メイア,「……！」,,K-04/BU,,,back-001,,,Bonly,,,,,,,,$
2795,メイア,"（手首を掴まれた……！
繋ぐとは、ちょっと違うけど……）",,K-04/BU,,,back-001,,,Bonly,,,,,,,,$
2796,クライン,「言っとくけど、これはオレが怖いからとかじゃないからな」,,K-04/BU,,,back-001,,,Bonly,,,,,,V-2796,,$
2797,クライン,"「あんたがオバケに襲われた時、
すぐ逃げられるようにするためだからな！」",,K-04/BU,,,back-001,,,Bonly,,,,,,V-2797,,$
2798,メイア,「……」,,K-04/BU,,,back-001,,,Bonly,,,,,,,,$
2799,クライン,「な、なんだよその顔。何か文句あっか！？」,,K-04/BU,,,back-001,,,Bonly,,,,,,V-2799,,$
2800,メイア,"「……っぷ……ふふ、なんでもない！
そういうことにしといてあげる」",,K-04/BU,,,back-001,,,Bonly,,,,,,,,$
2801,クライン,「む……うう……」,,K-04/BU,,,back-001,,,Bonly,,,,,,V-2801,,$
2802a,メイア,「――あ、そろそろ着くよ」,,K-07,,,back-001,,,Aonly,,,,,,,,$
2802b,メイア,「――あ、そろそろ着くよ」,,K-04,,,back-001,,,Bonly,,,,,,,,$
2803,クライン,「……！　ホントか！」,,K-01,,,back-001,,,,,,,,,V-2803,,$
2804,メイア,「うん。こっち」,,K-01,,,back-001/SO,,,,,,,,,,,$
2805,クライン,「…………」,,K-02,,,back-003/SI,,,,,,,,,V-2805,,$
2806,メイア,「はい、到着！　野菜、運んでくれてありがとう！」,,K-02,,,back-003,,,,,,,,,,,$
2807,クライン,「……え……おまえ、幽霊が主人とかなの？」,,K-07,,,back-003,,,,,,,,,V-2807,,$
2808,メイア,「？　何言ってるの？　さ、入って」,,K-07,,,back-003,,,,,,,,,,,$
2809,クライン,"「いや……えっ？
ちょっ……マジで？」",,K-07,,,back-003,,,,,,,,,V-2809,,$
2810,クライン,"「ちょっ、まっ……メイア！！
先行くなって、メイアッ！！」",,K-06,,,back-003/SO,,,,,,,,,V-2810,,$
2811,メイア,"「……あれ？
リートさん、どこに行ったんだろう……」",,K-06,,,back-015-sun/SI,,,,,,,,SE-021,,,$
2812,クライン,「お……おい、おまえマジでこんなとこで働いてんのか？」,,K-07,,,back-015-sun,,,,,,,,,V-2812,,$
2813,メイア,「もう、だから何度もそう言ってるじゃない。しつこいよ」,,K-07,,,back-015-sun,,,,,,,,,,,$
2814,クライン,"「や、だってここどう見ても廃墟だろ……
確かに思ったよりかはキレイだけどさ、それにしたって……」",,K-07,,,back-015-sun,,,,,,,,,V-2814,,$
2815,リート,「……？　メイア、そいつは……」,,,K-07,L-01,back-015-sun,,,,,,,,SE-021,V-2815,,$
2816,クライン,「出たーーーーーーッッッッ！！！！！」,,,K-06,L-01,back-015-sun,,,,,,,,,V-2816,,$
2817,リート,「ッ……なんだ、騒々しい」,,,K-06,L-08,back-015-sun,,,,,,,,,V-2817,,$
2818,メイア,「あ、リートさん！」,,,K-06,L-08,back-015-sun,,,,,,,,,,,$
2819,クライン,「……あっ、えっ？　ひ……人？」,,,K-05,L-08,back-015-sun,,,,,,,,,V-2819,,$
2820,リート,「……！　銀蝶隊……」,,,K-05,L-06,back-015-sun,,,,,,,,,V-2820,,$
2821,リート,「……メイア、これはどういうことだ」,,,K-05,L-06,back-015-sun,,,,,,,,,V-2821,,$
2822,メイア,"「も、申し訳有りません！
あの、ちょっとしたわけがありまして……」",,,K-05,L-06,back-015-sun/FO,,,,,,,,,,,$
2823,メイア,「……それで、荷物を運んでもらったんです」,,,K-05,L-06,back-015-sun/FI,,,,,,,,,,,$
2824,リート,「…………」,,,K-05,L-01,back-015-sun,,,,,,,,,V-2824,,$
2825,メイア,"「……その、リートさんの邪魔は絶対にしませんから……
お料理だけ振る舞っても構いませんか？」",,,K-05,L-01,back-015-sun,,,,,,,,,,,$
2826,リート,「…………」,,,K-05,L-01a,back-015-sun,,,,,,,,,V-2826,,$
2827,クライン,「あ、あの……無理だったら全然、オレは……」,,,K-07,L-01a,back-015-sun,,,,,,,,,V-2827,,$
2828,リート,「……静かにするなら構わない」,,,K-07,L-04,back-015-sun,,,,,,,,,V-2828,,$
2829,メイア,「！　ありがとうございます！」,,,K-07,L-04,back-015-sun,,,,,,,,,,,$
2830,メイア,"「それじゃあ、少しの間キッチンと食堂をお借りしますね。
クライン、行こう！」",,,K-07,L-04,back-015-sun,,,,,,,,,,,$
2831,クライン,「あっ、ちょっ、メイア……」,,,K-05,L-04,back-015-sun,,,,,,,,,V-2831,,$
2832,リート,「…………」,,,K-05,L-01,back-015-sun,,,,,,,,,V-2832,,$
2833,クライン,「え、えっと……さっきはその、すんません……ハハ」,,,K-03,L-01,back-015-sun,,,,,,,,,V-2833,,$
2834,リート,「早く行ったらどうだ」,,,K-03,L-04,back-015-sun,,,,,,,,,V-2834,,$
2835,クライン,「う、うす！」,,,K-05,L-04,back-015-sun/SE_textout,,,,,,,,SE-002,V-2835,,$
2836,リート,「……はあ」,,L-08,,,back-015-sun,,,,,,,,,V-2836,,$
2837,リート,「……ん？」,,L-05,,,back-015-sun,,,,,,,,,V-2837,,$
2838,リート,「……これは、あの男のもの……か？」,,L-05,,,back-015-sun,,,,,N-object-011,,,,V-2838,,$
2839,リート,「……まさかとは、思うが……」,,L-08,,,back-015-sun,,,,,,,,,V-2839,,$
2840,メイア,「――はい、おまたせ！」,,,,,back-014/FO,,,,,,,,,,,$
2841,クライン,「お……いい匂い」,,K-01,,,back-014/FI,,,,,,,,,V-2841,,$
2842,メイア,"「野菜スープと、キッシュ。それからこっちはポテトサラダ。
かぼちゃのプリンも作りたかったんだけど、流石に時間が足りなくて」",,,,,back-014,,,,,,,,,,,$
2843,クライン,"「いやいや、むしろこんなしっかりしたもん食っていいのか？
簡単じゃなかったろ、これ」",,K-05,,,back-014,,,,,,,,,V-2843,,$
2844,メイア,「全然！　それよりほら、冷めないうちにどうぞ」,,K-05,,,back-014,,,,,,,,,,,$
2845,クライン,「じゃあ……いただきます！」,,K-01,,,back-014,,,,,,,,,V-2845,,$
2846,クライン,「……んっ！」,,K-05,,,back-014,,,,,,,,,V-2846,,$
2847,メイア,「ど……どう？」,,K-05,,,back-014,,,,,,,,,,,$
2848,クライン,"「すげー美味い！
オレ、やっぱあんたの作る料理好きだ」",,K-03,,,back-014,,,,,,,,,V-2848,,$
2849,クライン,"「オレ、いっつも菓子ばっか食ってるから、
こういうちゃんとしたの食うのって久しぶりなんだ。
野菜って、こんな美味かったんだな」",,K-03,,,back-014,,,,,,,,,V-2849,,$
2850,メイア,「……クライン、よく今まで体壊さなかったね」,,K-03,,,back-014,,,,,,,,,,,$
2851,メイア,「ダメだよ、ちゃんと栄養取らなきゃ」,,K-03,,,back-014,,,,,,,,,,,$
2852,クライン,"「ん……わかってる。これからは気をつけるよ。
それに、あったかい飯って良いもんだしな」",,K-01,,,back-014,,,,,,,,,V-2852,,$
2853,クライン,「んむ……うん、うまい！」,,K-03,,,back-014,,,,,,,,,V-2853,,$
2854,メイア,（……よかった。クライン、美味しそうに食べてくれてる）,,K-03,,,back-014/FO,,,,,,,,,,,$
2855,クライン,「ふぃー……ごちそうさま！　すげー美味かった！」,,K-03,,,back-014/FI,,,,,,,,,V-2855,,$
2856,メイア,「お粗末さまでした。はい、お茶」,,K-03,,,back-014,,,,,,,,,,,$
2857,メイア,"「ごめんね、今紅茶切らしてて……
コーヒーしか無かったの」",,K-03,,,back-014,,,,,,,,,,,$
2858,クライン,「ぐ……ま、まあそれくらい大丈夫。ありがとな」,,K-07,,,back-014,,,,,,,,,V-2858,,$
2859,クライン,「…………」,,K-08,,,back-014,,,,,,,,,V-2859,,$
2860,メイア,「ど、どう？　味、まだ苦い？」,,K-08,,,back-014,,,,,,,,,,,$
2861,クライン,「ん……平気！　苦いモンは苦いけど、悪くねーよ」,,K-07,,,back-014,,,,,,,,,V-2861,,$
2862,メイア,（……あれ？）,,K-07,,,back-014,,,,,,,,,,,$
2863,メイア,"（クライン用に沢山砂糖を入れたんだけど……
まだ少なかったのかな？）",,K-07,,,back-014,,,,,,,,,,,$
2864,クライン,「つーか、結構長居しちまって悪いな。平気か？」,,K-01,,,back-014,,,,,,,,,V-2864,,$
2865,メイア,"「ん？　うん、大丈夫だよ。
元々の夕飯の時間まではまだあるし、
リートさんも良いって言ってくれたしね」",,K-01,,,back-014,,,,,,,,,,,$
2866,クライン,"「……あんたのご主人サマってさ、ちょっと怖いよな。
全然ニコニコしないし……」",,K-07,,,back-014,,,,,,,,,V-2866,,$
2867,メイア,"「でも、優しい人だよ。見知らぬ私をこうしてお屋敷に置いてくれてるし……
自由に働かせてくれるの。仕事が楽しいと思ったの、ここに来てからなんだ」",,K-07,,,back-014,,,,,,,,,,,$
2868,クライン,"「ふうん……まあ、ああいう人ほど本当は優しいってあるしな。
あんたが楽しくできてるなら、いいヤツなんだろうな」",,K-01,,,back-014,,,,,,,,,V-2868,,$
2869,クライン,"「……じゃ、オレはそろそろ帰るよ。
料理、ありがとな」",,K-01,,,back-014,,,,,,,,,V-2869,,$
2870,メイア,「あ、それじゃあ送るよ。こっち」,,K-01,,,back-014/FO,,,,,,,,,,,$
2871,メイア,"「……ねえ、本当に送っていかなくて平気？
迷うと危ないよ」",,K-01,,,back-013-night/FI,,,,,,,,,,,$
2872,クライン,"「大丈夫だって。オレのこと送ったら、
あんたが一人で戻ってこなきゃいけなくなるだろ」",,K-01,,,back-013-night,,,,,,,,,V-2872,,$
2873,メイア,「でも、あんなに怖がってたのに……」,,K-01,,,back-013-night,,,,,,,,,,,$
2874,クライン,"「う……うるせー！　べ、別に平気だよ！
あんたを一人で戻らせるくらいだったらオレはオバケと出くわす方を選ぶ！」",,K-07,,,back-013-night,,,,,,,,,V-2874,,$
2875,クライン,「最初に歩いた道だって覚えてる。だからあんたが気にかけることじゃ……」,,K-07,,,back-013-night,,,,,,,,,V-2875,,$
2876,メイア,「……」,,K-07,,,back-013-night,,,,,,,,,,,$
,,,,,,,,せめて途中まで送らせて/KleinLove_high,そこまで言うなら……/KleinLove_low,,,,,,,,,$
2877,メイア,"「じゃあ、せめて途中まで送らせて。
迷いやすいポイントまででいいから」",,K-07,,,back-013-night,,,Aonly,,,,,,,,$
2878,クライン,「……心配性だな、あんた」,,K-07,,,back-013-night,,,Aonly,,,,,,V-2878,,$
2879,クライン,"「……わかったよ。そこまで言うなら……
途中までだぞ。最後まで送ってくれなくていいからな」",,K-01,,,back-013-night,,,Aonly,,,,,,V-2879,,$
2880,メイア,「うん、わかってる」,,K-01,,,back-013-night,,,Aonly,,,,,,,,$
2881,クライン,"「……女の子に送られるなんて、これじゃ軍人の名折れだぜ。
……でも、まあ……」",,K-07,,,back-013-night,,,Aonly,,,,,,V-2881,,$
2882,クライン,「……ありがとな」,,K-03,,,back-013-night,,,Aonly,,,,,,V-2882,,$
2883,メイア,"「……そこまで言うなら……
本当に平気？　遭難しない？」",,K-07,,,back-013-night,,,Bonly,,,,,,,,$
2884,クライン,「大丈夫だよ！　軍人舐めんな」,,K-01,,,back-013-night,,,Bonly,,,,,,V-2884,,$
2885,メイア,（……軍人かどうかは、関係無いと思うけど）,,K-01,,,back-013-night,,,Bonly,,,,,,,,$
2886,クライン,「……あれ、この花壇何か植えてんのか？」,,K-05,,,back-013-night,,,,,,,,,V-2886,,$
2887,メイア,「あ、うん！　前に買ったレインリリーを植えてるの」,,K-05,,,back-013-night,,,,,N-object-003,,,,,,$
2888,クライン,"「あー、あれか！　すげえ、育ったんだな。
グレイさんが育てたときは何してもすぐ枯れちまったのに」",,K-01,,,back-013-night,,,,,,,,,V-2888,,$
2889,メイア,"「でも、蕾から一向に育たないの。
もうずっとここで成長が止まってて……」",,K-01,,,back-013-night,,,,,,,,,,,$
2890,クライン,「そりゃおまえ、アレだろ。雨が降らないからだ」,,K-01,,,back-013-night,,,,,,,,,V-2890,,$
2891,メイア,「雨……」,,K-01,,,back-013-night,,,,,,,,,,,$
2892,クライン,"「言ったろ。レインリリーは日光の代わりに雨を必要とするんだ。
どうしてかは知らねえが……普通の水じゃ、延命はするけど成長はしないんだ」",,K-01,,,back-013-night,,,,,,,,,V-2892,,$
2893,メイア,"「そうなんだ……
それじゃあ、雨が降るまではこの状態キープしないとね」",,K-01,,,back-013-night,,,,,,,,,,,$
2894,クライン,"「雨なあ……最近、曇り続きだもんな。
こればっかりはどうしようもないしな……」",,K-10,,,back-013-night,,,,,,,,,V-2894,,$
2895,クライン,"「オレの方も雨乞いしといてやるよ。
あの……黒魔術的なやつでな」",,K-01,,,back-013-night,,,,,,,,,V-2895,,$
2896,メイア,「黒魔術って……ふふっ、じゃあお願い！」,,K-01,,,back-013-night,,,,,,,,,,,$
2897,クライン,「おー、任せときな」,,K-03,,,back-013-night,,,,,,,,,V-2897,,$
2898,クライン,"「じゃ、そろそろ行くか。
えーっと、こっちか？」",,K-01,,,back-013-night,,,Aonly,,,,,,V-2898,,$
2899,メイア,「あ、そっちじゃないよ。こっち」,,K-01,,,back-013-night,,,Aonly,,,,,,,,$
2900,クライン,「……あれ、マジ？」,,K-05,,,back-013-night,,,Aonly,,,,,,V-2900,,$
2901,メイア,「ね、だから送っていった方が良いって言ったでしょ」,,K-05,,,back-013-night,,,Aonly,,,,,,,,$
2902,クライン,「……ああ。助かったかも」,,K-07,,,back-013-night/FO,,,Aonly,,,,,,V-2902,シナリオ終了,$
2903,クライン,「じゃ、そろそろ行くわ。またな、メイア」,,K-01,,,back-013-night,,,Bonly,,,,,,V-2903,,$
2904,,,,K-01,,,back-013-night,,,Bonly,,,,,SE-006,V-2904,,$
2905,メイア,「あっ、そっちは……」,,K-01,,,back-013-night,,,Bonly,,,,,,,,$
2906,,,,K-01,,,back-013-night,,,Bonly,,,,,SE-006,V-2906,,$
2907,クライン,「……なあ、メイア……」,,K-07,,,back-013-night,,,Bonly,,,,,,V-2907,,$
2908,クライン,「……帰り道、どっちだ？」,,K-07,,,back-013-night,,,Bonly,,,,,,V-2908,,$
2909,メイア,「……だから言ったじゃない」,,K-07,,,back-013-night/FO,,,Bonly,,,,,,,シナリオ終了,$
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
