,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
2461,クライン,「――いやあ、やっぱ面白かったな！」,M-02,K-03,,,back-017/FI,,,,,,,,,V-2461,,$
2462,メイア,"「うん、面白かった！　特に騎士様、すごいカッコよかった……！
あの役者さん、すごく殺陣が上手なんだね」",M-02,K-03,,,back-017,,,,,,,,,,,$
2463,クライン,"「そうだろ、そうなんだよ！
力強くて、でも優雅で……理想の騎士って感じで、大好きなんだ！」",M-02,K-03,,,back-017,,,,,,,,,V-2463,,$
2464,メイア,"「うんうん、そうだよね。見入っちゃった……！
お姫様を守るために仲間に剣を向けるあのシーンとか、すごく良かった」",M-01,K-03,,,back-017,,,,,,,,,,,$
2465,クライン,"「『もし貴女が私の手を取ってくれるのなら、
私はこの身を賭けて貴女を守ると誓いましょう』
……カッコイイよな、あのセリフ！」",M-01,K-01,,,back-017,,,,,,,,,V-2465,,$
2466,メイア,「わ……クラインも様になってる！」,M-02,K-01,,,back-017,,,,,,,,,,,$
2467,クライン,"「へへ、何回も見てるから台詞覚えてるんだ。
特にオレの好きなのは……」",M-02,K-03,,,back-017,,,,,,,,,V-2467,,$
2468,クライン,"「『姫、私の後ろへ！
……我が主には指一本触れさせない！』」",M-02,K-08,,,back-017,,,,,,,,,V-2468,,$
2469,メイア,"「あ……！　お姫様がならず者に襲われる場面だよね！
私もそこ好き！」",M-01,K-08,,,back-017,,,,,,,,,,,$
2470,クライン,"「ここのシーンの騎士、立ち回りがカッコよくていつも見とれちまうんだ。
華麗にバッタバッタ敵を倒してくあの感じ！　いいよなあ……！」",M-01,K-01,,,back-017,,,,,,,,,V-2470,,$
2471,クライン,「確か、あれは……」,M-01,K-02,,,back-017,,,,,,,,,V-2471,,$
2472,クライン,「はっ！」,M-01,,,K-08,back-017,,,,,,,,,V-2472,,$
2473,クライン,「たあっ！」,M-01,,K-08,,back-017,,,,,,,,,V-2473,,$
2474,クライン,「っと……！」,M-01,K-08,,,back-017,,,,,,,,,V-2474,,$
2475,クライン,「……こんな、だったか？」,M-01,K-01,,,back-017,,,,,,,,,V-2475,,$
2476,メイア,「すごい……！　まるきり舞台と同じ！」,M-05,,,,back-017,,,,,,,,,,,$
2477,クライン,"「へへ……真似したくて練習したからな。
カッコイイだろ」",M-05,K-01,,,back-017,,,,,,,,,V-2477,,$
2478,メイア,「うん、カッコイイ！」,M-02,,,,back-017,,,,,,,,,,,$
2479,クライン,"「そうだろそうだろ！
じゃあ次は……第三幕の騎士が姫に誓いを立てるシーン の……」",M-02,K-03,,,back-017,,,,,,,,,V-2479,,$
2480,クライン,「……あ」,M-02,K-05,,,back-017,,,,,,,,,V-2480,,$
2481,メイア,「……クライン？」,M-05,,,,back-017,,,,,,,,,,,$
2482,クライン,"「……わりぃ、オレまた一人で夢中になって……
置いてけぼりにしてたよな」",M-05,K-07,,,back-017,,,,,,,,,V-2482,,$
2483,メイア,「え……」,M-05,K-07,,,back-017,,,,,,,,,,,$
,,,,,,,,そんなことないよ/KleinLove_low,どうしてそう思うの？/KleinLove_low,,,,,,,,,$
2484,メイア,"「そんなことないよ。あの劇、すごく面白かったし……
こうしてクラインと劇の話ができるの、すごく楽しいよ」",M-01,K-07,,,back-017,,,Aonly,,,,,,,,$
2485,クライン,「え……ほ、ほんとか？」,M-01,K-05,,,back-017,,,Aonly,,,,,,V-2485,,$
2486,メイア,"「最初からそう言ってるじゃない。楽しいよ、今。すごく。
だからもっと、クラインのしたい話を聞かせて」",M-01,K-05,,,back-017,,,Aonly,,,,,,,,$
2487,クライン,「……メイア、お前……」,M-01,K-05,,,back-017,,,Aonly,,,,,,V-2487,,$
2488,メイア,"「……クライン、ここに来てからそうやってしきりに私の反応を気にしてる。 
置いてけぼりにしてた、なんて……どうしてそう思うの？」",M-04,K-07,,,back-017,,,Bonly,,,,,,,,$
2489,クライン,"「だ、だって……そうだろ。
恋愛シーンの話ならまだしも、殺陣の話なんて面白くないだろ」",M-04,K-07,,,back-017,,,Bonly,,,,,,V-2489,,$
2490,クライン,「実際、今まで一緒に来た女の子は恋愛の話しかしてなかったし……」,M-04,K-07,,,back-017,,,Bonly,,,,,,V-2490,,$
2491,メイア,"「……他の人がどうかは知らないけど、
少なくとも私は殺陣の話もしたいと思ってるよ」",M-01,K-07,,,back-017,,,Bonly,,,,,,,,$
2492,メイア,"「クラインは細かい立ち回りとか見てるから、
私とは違う視点の感想が出てきて興味深いし……
クラインがあの騎士の真似をするのも見てて楽しいよ」",M-01,K-07,,,back-017,,,Bonly,,,,,,,,$
2493,クライン,「……そう、なのか？」,M-01,K-05,,,back-017,,,Bonly,,,,,,V-2493,,$
2494,メイア,"「クラインは気にしすぎだよ。
私たちは友達なんだから、好きな話をしていいのに。
無理に気を配る必要なんて無いよ」",M-01,K-05,,,back-017,,,,,,,,,,,$
2495,クライン,「……友達……」,M-01,K-06,,,back-017,,,,,,,,,V-2495,,$
2496,クライン,「……そっか。友達、は……いいのか」,M-01,K-01,,,back-017,,,,,,,,,V-2496,,$
2497,メイア,「……クライン？」,M-05,K-01,,,back-017,,,,,,,,,,,$
2498,クライン,"「……だったら、もう少し話してもいいか？
喋りたいこと、いっぱいあるんだ」",M-05,K-01,,,back-017,,,,,,,,,V-2498,,$
2499,メイア,"「勿論！
私も話したいことあるんだ、とことん付き合うよ」",M-02,K-01,,,back-017,,,,,,,,,,,$
2500,クライン,"「へへっ、じゃああのカフェ行こうぜ！
どうせならスイーツでも食べながら語りたいよな」",M-02,K-03,,,back-017,,,,,,,,,V-2500,,$
2501,メイア,「うん、賛成！」,M-02,K-03,,,back-017/FO,,,,,,,,,,,$
2502,クライン,「――あーっ、楽しかった！」,M-02,K-03,,,back-006-night/FI,,,,,,,,,V-2502,,$
2503,メイア,「つい喋りすぎちゃった……もう暗くなってる」,M-01,K-03,,,back-006-night,,,,,,,,,,,$
2504,クライン,「思った以上に盛り上がっちまったもんな」,M-01,K-01,,,back-006-night,,,,,,,,,V-2504,,$
2505,クライン,"「メイアの視点、オレとは全然違くて面白いんだよ。
何回も見てるはずなのに、 あんたの話聞いて新発見がごろごろ出てきて……」",M-01,K-01,,,back-006-night,,,,,,,,,V-2505,,$
2506,メイア,"「私も同じだよ。劇って人によって捉え方が違うから、
こうやって人と話するのがすごく楽しくなるんだね。初めて知ったよ」",M-01,K-01,,,back-006-night,,,,,,,,,,,$
2507,クライン,"「オレも初めてだったよ、こんな楽しいの！
こうやって劇のことじっくり語れたの、あんたが初めてだからさ」",M-01,K-03,,,back-006-night,,,,,,,,,V-2507,,$
2508,クライン,「でも、盛り上がりすぎてちょっと遅くなっちゃったな。悪い」,M-01,K-07,,,back-006-night,,,,,,,,,V-2508,,$
2509,メイア,「いいよ。私も夢中だったから」,M-01,K-07,,,back-006-night,,,,,,,,,,,$
2510,クライン,「……なあ、メイア」,M-01,K-02,,,back-006-night,,,,,,,,,V-2510,,$
2511,クライン,"「また、こうしてオレと劇見に行ってくれないか？
あんたと見たい劇、他にもいっぱいあるんだ」",M-01,K-02,,,back-006-night,,,,,,,,,V-2511,,$
2512,メイア,「勿論！　またクラインのオススメ、教えてよ」,M-02,K-02,,,back-006-night,,,,,,,,,,,$
2513,クライン,「……！　おう、任せとけ！」,M-02,K-03,,,back-006-night,,,,,,,,,V-2513,,$
2514,クライン,"「じゃあ次は何が良いかな、
結局オレが騎士ものが好きだからそういうのが多くなっちまうんだけど……
メイアに見せるなら、そうだな……」",M-02,K-01,,,back-006-night,,,,,,,,,V-2514,,$
2515,メイア,（……クライン、楽しそう。今日、一緒に劇を見れてよかったな）,M-01,K-01,,,back-006-night,,,,,,,,,,,$
2516,？？？,「……おお、クライン。こんなとこにおったんか」,M-01,K-01,,,back-006-night,,,,,,,,,V-2516,,$
2517,メイア,「……？」,M-05,K-01,,,back-006-night,,,,,,,,,,,$
2518,クライン,「え？　……あっ、グレイさん！？」,M-05,K-06,,,back-006-night,,,,,,,,,V-2518,,$
2519,グレイ,「奇遇やなあ。俺も今ちょうどこの辺を回ってたところや」,M-05,,K-06,G-01,back-006-night,,,,,,,,,V-2519,,$
2520,クライン,「あ、そ、そっか……タイミング悪いな……」,M-05,,K-07,G-01,back-006-night,,,,,,,,,V-2520,,$
2521,グレイ,"「は……タイミング？
休暇中に叱るわけでも無いっちゅーのに、何のタイミ ングが……」",M-05,,K-07,G-06,back-006-night,,,,,,,,,V-2521,,$
2522,メイア,「……」,M-05,,K-07,G-06,back-006-night,,,,,,,,,,,$
2523,グレイ,「……ほお、こりゃ。確かにタイミングやわ」,M-05,,K-07,G-01,back-006-night,,,,,,,,,V-2523,,$
2524,メイア,「え、えっと……」,M-04,,K-07,G-01,back-006-night,,,,,,,,,,,$
2525,クライン,「ああ……この人は銀蝶隊の隊長で、オレの上司のグレイさん」,M-04,,K-02,G-01,back-006-night,,,,,,,,,V-2525,,$
2526,グレイ,"「グレイ・シュタインや。はじめまして、お嬢さん。
自分は……クラインの彼女さんかな」",M-04,,K-02,G-01,back-006-night,,,,,,,,,V-2526,,$
2527,メイア,「あ、違います」,M-01,,K-02,G-01,back-006-night,,,,,,,,,,,$
2528,クライン,「……あっさり否定されんのもまあまあ来るな」,M-01,,K-07,G-01,back-006-night,,,,,,,,,V-2528,,$
2529,メイア,"「クラインの友人の、メイア・レオミュールです。
はじめまして、グレイさん」",M-01,,K-07,G-01,back-006-night,,,,,,,,,,,$
2530,グレイ,"「なんや、彼女やないんか。
折角冷やかしてやろう思うたんに」",M-01,,K-07,G-06,back-006-night,,,,,,,,,V-2530,,$
2531,クライン,「なんでだよ！」,M-01,,K-08,G-06,back-006-night,,,,,,,,,V-2531,,$
2532,グレイ,"「反応がおもろいからに決まっとるやろ。
女とはよく遊んでる癖して彼女はずっとおらんしな」",M-01,,K-08,G-01,back-006-night,,,,,,,,,V-2532,,$
2533,グレイ,"「こう見えても自分に彼女ができるん、
ずっと楽しみにしとるんやで」",M-01,,K-08,G-01,back-006-night,,,,,,,,,V-2533,,$
2534,クライン,「……万が一出来たとしてもグレイさんにはぜってー教えねー……」,M-01,,K-08,G-01,back-006-night,,,,,,,,,V-2534,,$
2535,グレイ,「面倒見てやっとるのに薄情な奴やなあ……」,M-01,,K-08,G-01,back-006-night,,,,,,,,,V-2535,,$
2536,クライン,"「ぜってーひやかして遊ぶ気だろ。だからやだっつってんの！
すぐ人のことオモチャにする癖に……」",M-01,,K-08,G-01,back-006-night,,,,,,,,,V-2536,,$
2537,クライン,「つーか何しに来たんだよ。あんたは滅多に外出ないだろ」,M-01,,K-02,G-01,back-006-night,,,,,,,,,V-2537,,$
2538,グレイ,"「せやで。ほんまなら今日かて出たく無かったんやけど、
自分がいくら待っても来おへんから探しに来たんや」",M-01,,K-02,G-01,back-006-night,,,,,,,,,V-2538,,$
2539,クライン,「……え？　探し……って」,M-01,,K-05,G-01,back-006-night,,,,,,,,,V-2539,,$
2540,グレイ,「定例会議。もう始まるで」,M-01,,K-05,G-01,back-006-night,,,,,,,,,V-2540,,$
2541,クライン,「…………ああーーーっ！！」,M-01,,K-06,G-01,back-006-night,,,,,,,,,V-2541,,$
2542,メイア,「わっ……」,M-05,,K-06,G-01,back-006-night,,,,,,,,,,,$
2543,クライン,「やっべ、忘れてた！」,M-05,,K-06,G-06,back-006-night,,,,,,,,,V-2543,,$
2544,グレイ,"「お前なあ……言うたやろ、
休暇はええけど会議だけは忘れるなって」",M-05,,K-06,G-03,back-006-night,,,,,,,,,V-2544,,$
2545,クライン,「楽しくてつい……」,M-05,K-07,,,back-006-night,,,,,,,,,V-2545,,$
2546,クライン,"「くっそー……メイア、悪い。
そういうことだから、急いで戻らねーと」",M-05,K-07,,,back-006-night,,,,,,,,,V-2546,,$
2547,メイア,「私は大丈夫だよ。お仕事頑張ってね」,M-01,,,,back-006-night,,,,,,,,,,,$
2548,クライン,"「次見る劇の話はまた今度、時間がある時にゆっくりしような。
それと、今日はマジで楽しかった！　ありがとな、メイア」",M-01,K-01,,,back-006-night,,,,,,,,,V-2548,,$
2549,メイア,「私も楽しかった！　誘ってくれてありがとう！」,M-02,K-01,,,back-006-night,,,,,,,,,,,$
2550,クライン,「おう。じゃあまた今度な！」,M-02,K-03,,,back-006-night/SE_textout,,,,,,,,SE-003,V-2550,,$
2551,グレイ,「……驚いた。自分、クラインと随分仲がええんやな」,M-02,G-06,,,back-006-night,,,,,,,,,V-2551,,$
2552,メイア,「はい。友人ですから」,M-01,G-06,,,back-006-night,,,,,,,,,,,$
2553,グレイ,「友人……そうか、そらええ」,M-01,G-01,,,back-006-night,,,,,,,,,V-2553,,$
2554,グレイ,"「あいつ、難破気質なところがあるけど……根は真面目な奴なんや。
お嬢さんみたいに気軽に話せる友達なんて、俺が知っとる限りじゃおらんくてなあ」",M-01,G-01,,,back-006-night,,,,,,,,,V-2554,,$
2555,グレイ,「……これからも仲良くしたってくれると、上司の俺も安心やわ」,M-01,G-01,,,back-006-night,,,,,,,,,V-2555,,$
2556,メイア,「はい、勿論！」,M-02,,,,back-006-night,,,,,,,,,,,$
2557,グレイ,"「そらよかった。
それじゃ、俺もこれで。帰り道、気いつけや」",M-02,G-02,,,back-006-night/SE_textout,,,,,,,,SE-006,V-2557,,$
2558,メイア,（グレイさん……なんか、ちょっと不思議な人だったな）,M-01,,,,back-006-night,,,,,,,,,,,$
2559,メイア,（でも、クラインと仲が良さそうだったし……いい関係なんだろうな）,M-01,,,,back-006-night,,,,,,,,,,,$
2560,メイア,（……私も帰ろう。夕飯の支度をしないと）,M-01,,,,back-006-night,,,,,,,,,,,$
2561,メイア,（……今日、楽しかったなあ……！）,M-02,,,,back-006-night,,,,,,,,,,,$
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
