,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
511,メイア,"「はい、分かってます。あとここに植えたら終わりですから。
リートさんこそ、こんな夜更けに出歩いて大丈夫なんですか？」",M-01,L-01,,,back-013-night,,,Aonly,,,,,,,,$
512,リート,"「俺は対処を知っているから問題はない。
……兎に角、あまり外に長居するなよ」",M-01,L-01a,,,back-013-night,,,Aonly,,,,,,V-0512,,$
513,メイア,「はい」,M-01,L-01a,,,back-013-night/SE_textout,,,Aonly,,,,,SE-006,,,$
514,メイア,「……よし、終わり！」,M-01,,,,back-013-night,,,Aonly,,,,,,,,$
515,メイア,（咲くかなあ、レインリリー……どんな花なんだろう）,M-01,,,,back-013-night,,,Aonly,,,,,,,,$
516,メイア,（いっぱい咲いたらリートさんも喜んでくれるかな。……頑張ろう！）,M-02,,,,back-013-night/FO,,,Aonly,,,,BGM-027/FO,,,,$
517,メイア,（うーん……でもクラインには関係ないし……些細な事だから、やめておこう）,,K-01,,,back-006,,,Bonly,,,,,,,,$
518,メイア,「ううん、本当に疲れてただけだから大丈夫だよ。ありがとう、クライン」,,K-01,,,back-006,,,Bonly,,,,,,,,$
519,クライン,「……そうか？　いいけど、あんまり無理すんなよ」,,K-07,,,back-006,,,Bonly,,,,,,V-0519,,$
520,メイア,「うん、わかってる。それじゃあ……」,,K-07,,,back-006/SE_textout,,,Bonly,,,,,SE-006,,,$
521,メイア,「……はあ」,,,,,back-006/FO,,,Bonly,,,,BGM-025/FO,,,,$
