,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
1345,テオドア,"「薬で本能を抑えられていない今、
あまり飲まないとそれこそ自我を失う可能性がある。
森にうさぎがいただろう。味は悪いだろうけど、
心まで人でなくなることはないよ」",,,T-04,L-06,back-005-sun,,,,,,,,,V-1345,,$
1346,リート,「……わかっている」,,,T-04,L-01a,back-005-sun,,,,,,,,,V-1346,,$
1347,テオドア,「……キミは、いつまでも『なりきれない』ね。人にも……吸血鬼にも」,,,T-04,L-01a,back-005-sun,,,,,,,,,V-1347,,$
1348,リート,「……やはり、人と関わるべきではなかった。……俺は……」,,,T-04,L-08,back-005-sun,,,,,,,,,V-1348,,$
1349,テオドア,「リート、そのことなんだけど」,,,T-03,L-08,back-005-sun,,,,,,,,,V-1349,,$
1350,テオドア,「……っ」,,,T-04,L-08,back-005-sun,,,,,,,,,V-1350,,$
1351,リート,「……テオドア？」,,,T-04,L-01,back-005-sun,,,,,,,,,V-1351,,$
1352,テオドア,「……ごめん。大丈夫」,,,T-01,L-01,back-005-sun,,,,,,,,,V-1352,,$
1353,テオドア,「キミに、伝えなくちゃいけないことが二つあるんだ」,,,T-03,L-01,back-005-sun,,,,,,,,,V-1353,,$
1354,リート,「……なんだ？」,,,T-03,L-01,back-005-sun,,,,,,,,,V-1354,,$
1355,テオドア,「待たせてごめんね。『あれ』が完成する目処が立ったんだ」,,,T-01,L-01,back-005-sun,,,,,,,,,V-1355,,$
1356,リート,「……！ 本当か！」,,,T-01,L-05,back-005-sun,,,,,,,,,V-1356,,$
1357,テオドア,"「うん。これがあれば、キミは人に戻れる。
年も取るし、血を飲む必要も無い。
薬の効き目が悪くなった今の状況も改善されるだろう」",,,T-01,L-05,back-005-sun,,,,,,,,,V-1357,,$
1358,リート,「その薬はいつできるんだ？」,,,T-01,L-01,back-005-sun,,,,,,,,,V-1358,,$
1359,テオドア,「材料さえあればすぐにでも」,,,T-01,L-01,back-005-sun,,,,,,,,,V-1359,,$
1360,リート,「材料……？ 何が必要なんだ。言ってくれ」,,,T-01,L-01,back-005-sun,,,,,,,,,V-1360,,$
1361,テオドア,「……『黄金の血』」,,,T-03,L-01,back-005-sun,,,,,,,,,V-1361,,$
1362,リート,「……！」,,,T-03,L-05,back-005-sun,,,,,,,,,V-1362,,$
1363,テオドア,"「キミも知ってるだろう。
吸血鬼の力を大幅に高める作用のある、希少な血。 
薬の完成にはあれが必要なんだ」",,,T-03,L-05,back-005-sun,,,,,,,,,V-1363,,$
1364,リート,"「……だが、それはおとぎ話だろう。
実際に存在するなんて話、百年間で聞いたことはない」",,,T-03,L-01,back-005-sun,,,,,,,,,V-1364,,$
1365,テオドア,「ううん。いるよ。……それも、すぐ傍に」,,,T-03,L-01,back-005-sun,,,,,,,,,V-1365,,$
1366,リート,「……何？」,,,T-03,L-06,back-005-sun,,,,,,,,,V-1366,,$
1367,テオドア,「キミに言わないといけない、もう一つのこと。それは――」,,,T-04,L-06,back-005-sun,,,,,,,,,V-1367,,$
1368,テオドア,「彼女が……メイアさんが、『黄金の血』の持ち主なんだ」,,,T-03,L-06,back-005-sun,,,,,,,,,V-1368,,$
1369,リート,「――ッ！？」,,,T-03,L-05,back-005-sun,,,,,,,,,V-1369,,$
1370,テオドア,「薬の完成には彼女の血が必要だ。血と……それから、心臓を」,,,T-03,L-05,back-005-sun,,,,,,,,,V-1370,,$
1371,リート,「……何を、言っているんだ。テオドア」,,,T-03,L-05,back-005-sun,,,,,,,,,V-1371,,$
1372,リート,"「あいつが……メイアが、『黄金の血』？ そんなはずは無い。
事実、俺はあいつと共に居て何も感じなかった。
本当に『黄金の血』であるなら、気づかないはずが無い」",,,T-03,L-06,back-005-sun,,,,,,,,,V-1372,,$
1373,テオドア,"「キミはずっと血を飲まずにいて、吸血鬼としての能力が著しく低下している。 
血を感じ取ることができなくても仕方ない。
ボクにははっきり分かったよ、彼女と会ったその日にね」",,,T-03,L-06,back-005-sun,,,,,,,,,V-1373,,$
1374,リート,"「なら、俺が今まで正気を保っていられたのは何故だ。
同じ屋敷で生活していれば、いくら俺が薬で抑制していたとしても……」",,,T-03,L-06,back-005-sun,,,,,,,,,V-1374,,$
1375,テオドア,"「少しずつ、影響されていたんじゃないかな。
薬の効きが薄くなってるのは多分、『黄金の血』の影響だ。
無意識のうちに本能が刺激されて、
吸血衝動が徐々に強くなっていたんだろう」",,,T-03,L-06,back-005-sun,,,,,,,,,V-1375,,$
1376,テオドア,"「そして、この前……長い時間すぐ傍にいたことで、
とうとう薬の効力を上回った」",,,T-03,L-06,back-005-sun,,,,,,,,,V-1376,,$
1377,リート,「……お前、まさかあの時俺達を追い出したのは……」,,,T-03,L-05,back-005-sun,,,,,,,,,V-1377,,$
1378,テオドア,"「確証が欲しかったんだ。
どちらにせよ、彼女が『黄金の血』であることを
はっきりさせないと何も進まないから」",,,T-04,L-05,back-005-sun,,,,,,,,,V-1378,,$
1379,リート,「っ……」,,,T-04,L-10,back-005-sun,,,,,,,,,V-1379,,$
1380,テオドア,「……リート、その上でキミに聞きたい」,,,T-04,L-10,back-005-sun,,,,,,,,,V-1380,,$
1381,テオドア,"「キミの悲願である、『人間に戻ること』。
その願いを叶えられるチャンスは、すぐそこにある」",,,T-04,L-10,back-005-sun,,,,,,,,,V-1381,,$
1382,テオドア,「メイアさんと、キミ自身の願い……どちらを選ぶ？」,,,T-03,L-10,back-005-sun,,,,,,,,,V-1382,,$
1383,リート,「…………」,,,T-03,L-01a,back-005-sun,,,,,,,,,V-1383,,$
1384,テオドア,"「恐らく『黄金の血』のことは、銀蝶隊にも届いてる。
あいつが色々嗅ぎ回っているみたいだ」",,,T-03,L-01a,back-005-sun,,,,,,,,,V-1384,,$
1385,テオドア,"「『アレ』の完成に使うのかもしれない。
……時間はあまり無いということを、分かっておいて」",,,T-03,L-01a,back-005-sun,,,,,,,,,V-1385,,$
1386,テオドア,「……酷な選択をさせて、ごめん」,,,T-04,L-01a,back-005-sun,,,,,,,,,V-1386,,$
1387,リート,「……俺は、」,,L-06,,,back-005-sun,,,,,,,,,V-1387,,$
1388,リート,「……俺、は……」,,L-03,,,back-005-sun/FO,,,,,,,BGM-009/FO,,V-1388,,$
1389,店主,「――はい、お嬢ちゃん。直ったよ」,,S-04,,,back-020/FI,,,,,,,,,,,$
1390,メイア,「……！　ありがとうございます！」,M-02,S-04,,,back-020,,,,,,,,,,,$
1391,メイア,「あ……ちゃんと動いてる」,M-01,S-04,,,back-020,,,,,N-object-005,,,,,,$
1392,店主,「何にせよ、良かったねえ。ご主人様に渡すんだろう？」,M-01,S-04,,,back-020,,,,,,,,,,,$
1393,メイア,"「はい。今、体調を崩されてしまったみたいで、お顔を見れていなくて……
これで少しでも、元気になって……くれると、いいんですけど」",M-04,S-04,,,back-020,,,,,,,,,,,$
1394,メイア,"（……あの日、怒らせてしまったきりだし……
どうにか、話すきっかけになってくれればいいな）",M-04,S-04,,,back-020,,,,,,,,,,,$
1395,店主,"「大丈夫だよ。お嬢ちゃんが頑張って直した時計だ。
この思いやりが伝わらない奴はおらんよ」",M-04,S-04,,,back-020,,,,,,,,,,,$
1396,店主,"「早く渡してあげなさい。
きっと、お嬢ちゃんの気持ちは伝わる」",M-04,S-04,,,back-020,,,,,,,,,,,$
1397,メイア,「……はいっ！」,M-02,S-04,,,back-020/FO,,,,,,,,,,,$
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
