,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
1136,テオドア,「そうだ。ついでにちょっとキミたちにお願いがあるんだけど」,M-01,,L-01,T-01,back-015-sun,,,,,,,,,V-1136,,$
1137,リート,「？　なんだ」,M-01,,L-01,T-01,back-015-sun,,,,,,,,,V-1137,,$
1138,テオドア,"「ちょっと……そうだな、一時間でいいよ。
二人で出かけてきてくれないかな」",M-01,,L-01,T-01,back-015-sun,,,,,,,,,V-1138,,$
1139,リート,「……は？」,M-01,,L-05,T-01,back-015-sun,,,,,,,,,V-1139,,$
1140,メイア,「わたしとリートさんが、ですか？」,M-05,,L-05,T-01,back-015-sun,,,,,,,,,,,$
1141,リート,「どうしてそんなことをする必要がある。用事も無いのに」,M-05,,L-01,T-01,back-015-sun,,,,,,,,,V-1141,,$
1142,テオドア,「どうして……って……」,M-05,,L-01,T-02,back-015-sun,,,,,,,,,V-1142,,$
1143,テオドア,"「彼女のこと、気に入ってるんだろ？
デートすればいいじゃない」",M-05,,L-01,T-02,back-015-sun,,,,,,,,,V-1143,,$
1144,リート,「なっ……」,M-05,,L-05,T-02,back-015-sun,,,,,,,BGM-002/FO,,V-1144,,$
1145,メイア,「え？」,M-04,,L-05,T-02,back-015-sun,,,,,,,BGM-026/CI,,,,$
1146,リート,「あ、い、いや……」,M-04,,L-03,T-02,back-015-sun,,,,,,,,,V-1146,,$
1147,リート,（なんなんだ、突然）,M-04,,L-06,T-02,back-015-sun,,,,,,,,,V-1147,,$
1148,テオドア,"（デートのきっかけづくりをしてあげたんじゃないか。
どうせ屋敷から出たこともないんだろ？）",M-04,,L-06,T-01,back-015-sun,,,,,,,,,V-1148,,$
1149,リート,（俺と彼女はそういう関係では、）,M-04,,L-06,T-01,back-015-sun,,,,,,,,,V-1149,,$
1150,テオドア,"（いつもお仕事してくれるメイアさんに、
リートだって何か恩返しをするべきじゃないかな）",M-04,,L-06,T-01,back-015-sun,,,,,,,,,V-1150,,$
1151,リート,（…………）,M-04,,L-08,T-01,back-015-sun,,,,,,,,,V-1151,,$
1152,メイア,「……えっと、あの……」,M-04,,L-08,T-01,back-015-sun,,,,,,,,,,,$
1153,リート,「っ！」,M-04,,L-05,T-01,back-015-sun,,,,,,,,,V-1153,,$
1154,リート,「ああ、いや……その、」,M-04,,L-09,T-01,back-015-sun,,,,,,,,,V-1154,,$
1155,テオドア,"「どっちにしろ、今本当に煮詰まっててね。
出来れば一人になりたいんだ。ね、リート」",M-04,,L-09,T-02,back-015-sun,,,,,,,,,V-1155,,$
1156,リート,「…………」,M-04,,L-01a,T-02,back-015-sun,,,,,,,,,V-1156,,$
1157,リート,「……メイア」,M-04,,L-01,T-02,back-015-sun,,,,,,,,,V-1157,,$
1158,メイア,「は、はいっ」,M-05,,L-01,T-02,back-015-sun,,,,,,,,,,,$
1159,リート,「出かけるぞ。支度をしろ」,M-05,,L-01,T-02,back-015-sun,,,,,,,,,V-1159,,$
1160,メイア,「か、かしこまりました」,M-05,,L-01,T-02,back-015-sun,,,,,,,,,,,$
1161,リート,「30分後に出る。玄関で待っているように」,M-05,,L-04,T-02,back-015-sun,,,,,,,,SE-021,V-1161,,$
1162,メイア,「……？」,M-04,T-02,,,back-015-sun,,,,,,,BGM-026/FO,,,,$
1163,テオドア,「ちょっと照れてるね、あれ」,M-04,T-01,,,back-015-sun,,,,,,,BGM-002/CI,,V-1163,,$
1164,メイア,「え……リートさんが、ですか？」,M-05,T-01,,,back-015-sun,,,,,,,,,,,$
1165,テオドア,"「いつもより早口で、早足だ。
顔には出ないけど、意外と分かりやすいんだね。
……ふふっ、まさかあんなリートが見られるなんて」",M-05,T-01,,,back-015-sun,,,,,,,,,V-1165,,$
1166,メイア,「テオさんでも、照れたリートさんって見たことないんですか？」,M-01,T-01,,,back-015-sun,,,,,,,,,,,$
1167,テオドア,"「うん。だって、僕と知り合ってから彼に恋人がいたことなんてないからね。
出会う以前にいたのかもしれないけど……
少なくとも、僕は今の人嫌いのリートしか知らないから」",M-01,T-01,,,back-015-sun,,,,,,,,,V-1167,,$
1168,テオドア,"「だから、メイアさん。キミってすごいんだよ。
リートがこんなに大事にしてるの、後にも先にもキミくらいだと思うよ」",M-01,T-01,,,back-015-sun,,,,,,,,,V-1168,,$
1169,メイア,「ただ使用人だからってだけだと思うんですけど……」,M-04,T-01,,,back-015-sun,,,,,,,,,,,$
1170,テオドア,"「使用人も置いてないような男だよ、あいつは。
それにキミには当たりが優しいし。デート、楽しんできて」",M-04,T-02,,,back-015-sun,,,,,,,,,V-1170,,$
1171,メイア,「でっ……た、ただ二人で外出するだけですから！し、失礼します！！」,M-03,T-02,,,back-015-sun/FO,,,,,,,BGM-002/FO,,,,$
1172,リート,「…………」,M-03,L-01a,,,back-006/FI,,,,,,,BGM-004/CI,,V-1172,,$
1173,メイア,「…………」,M-01,L-01a,,,back-006,,,,,,,,,,,$
1174,メイア,（……リートさんと、本当に街に来ちゃった。なんだか新鮮だな……）,M-01,L-01a,,,back-006,,,,,,,,,,,$
1175,メイア, （……でも、何話せばいいんだろう）,M-04,L-01a,,,back-006,,,,,,,,,,,$
1176,リート,「……すまないな、メイア」,M-04,L-08,,,back-006,,,,,,,,,V-1176,,$
1177,メイア,"「えっ！ い、いいえ。
リートさんに謝られることなんて……」",M-05,L-08,,,back-006,,,,,,,,,,,$
1178,リート,"「俺と共にいても、やりづらいだろう。
俺のことはただの荷物持ちだと思ってもらって構わない。
お前はいつも通り買い物をしてくれ」",M-05,L-01,,,back-006,,,,,,,,,V-1178,,$
1179,メイア,「……」,M-01,L-01,,,back-006,,,,,,,,,,,$
,,,,,,,back-006,リートさんと街を回りたい/LiedLove_high,荷物持ち、頑張ってもらいます/LiedLove_low,,,,,,,,,$
1180,メイア,"「でも、折角リートさんとこうして街にいるんです。
リートさんの好きなお店とか、色々教えてもらってもいいですか？」",M-01,L-01,,,back-006,,,Aonly,,,,,,,,$
1181,リート,「……俺の？」,M-01,L-03,,,back-006,,,Aonly,,,,,,V-1181,,$
1182,メイア,"「はい！ 果物屋さんでも、雑貨屋さんでも。
仕えるご主人様のことは知っておきたいですから」",M-02,L-03,,,back-006,,,Aonly,,,,,,,,$
1183,リート,「そんなものを知ったところで仕事に影響は無いだろう」,M-02,L-03,,,back-006,,,Aonly,,,,,,V-1183,,$
1184,メイア,「あります！　リートさんへの理解が深まることにより……仕事の密度が上がります！　……たぶん」,M-07,L-03,,,back-006,,,Aonly,,,,,,,,$
1185,リート,「……ふっ。なんだ、密度とは」,M-07,L-02,,,back-006,,,Aonly,,,,,,V-1185,,$
1186,リート,"「まあいい。何が上がるのかは分からないが……
わかった。行きつけの本屋で構わないか？」",M-07,L-02,,,back-006,,,Aonly,,,,,,V-1186,,$
1187,メイア,「はい！　ありがとうございます！」,M-02,L-02,,,back-006,,,Aonly,,,,,,,,$
1188,リート,「なら、先に買い出しを済ませてしまおう。行くぞ、はぐれるなよ」,M-02,L-01,,,back-006/FO,,,Aonly,,,,,,V-1188,,$
1189,メイア,"「――本屋さん、すごかったですね。あんなにたくさん、所せましに本があるなんて……
お屋敷の書庫も相当ですけど、あのお店も同じくらい本がありましたね」",M-01,L-01,,,back-006/FI,,,Aonly,,,,,,,,$
1190,リート,"「新刊は勿論、古本や外国の本も数多くある。
物語に絞って置いてあるから、好みのものを見つけやすいのがあの店の利点だ」",M-01,L-01,,,back-006,,,Aonly,,,,,,V-1190,,$
1191,メイア,"「ああいうところって難しい本しか置いてないものとばかり思ってました。
少女小説というか、簡単なものもあるんですね」",M-01,L-01,,,back-006,,,Aonly,,,,,,,,$
1192,リート,"「児童向けから純文学まで、あの店ならば大抵のものは揃う。
お前の買ったそれは、外国の児童小説の翻訳版だな」",M-01,L-01,,,back-006,,,Aonly,,,,,,V-1192,,$
1193,メイア,「へえ、そうだったんですね」,M-01,L-01,,,back-006,,,Aonly,,,,,,,,$
1194,リート,「俺が訳したものだ」,M-01,L-01a,,,back-006,,,Aonly,,,,,,V-1194,,$
1195,メイア,「……ええっ！？」,M-05,L-01a,,,back-006,,,Aonly,,,,,,,,$
1196,メイア,「そ、そんなすごいもの……」,M-05,L-01a,,,back-006,,,Aonly,,,,,,,,$
1197,リート, 「……ただ仕事をしただけなんだが……」,M-05,L-03,,,back-006,,,Aonly,,,,,,V-1197,,$
1198,メイア,「リートさんの文章を読めるなんて思っていなくて……読むのが俄然楽しみになってきました！」,M-02,L-03,,,back-006,,,Aonly,,,,,,,,$
1199,リート,「……そうか」,M-02,L-02,,,back-006,,,Aonly,,,,,,V-1199,,$
1200,メイア,"「では、荷物持ちをお手伝いしてもらってもいいですか？
ご主人様にこんなことをお願いしてしまうのは結構、かなり気が引けてしまうんですが……」",M-04,L-01,,,back-006,,,Bonly,,,,,,,,$
1201,リート,"「勿論だ。屋敷に籠りがちとはいえ、お前よりは力がある。
大根でも米でも、好きに買ってくれ」",M-04,L-02,,,back-006,,,Bonly,,,,,,V-1201,,$
1202,メイア,「はいっ！」,M-02,L-02,,,back-006/FO,,,Bonly,,,,,,,,$
1203,メイア,「……色々買いすぎたかも……だ、大丈夫ですか……？」,M-04,L-02,,,back-006/FI,,,Bonly,,,,,,,,$
1204,リート,"「平気だ、このくらい。
お前こそ、毎日こんなものを持ち運んでいて平気なのか？　女性には重いだろう」",M-04,L-01,,,back-006,,,Bonly,,,,,,V-1204,,$
1205,メイア,"「今日はリートさんに甘えちゃって、ちょっと多めに買っちゃっただけです。
持てる量しか買っていませんし、全然大丈夫ですよ」",M-01,L-01,,,back-006,,,Bonly,,,,,,,,$
1206,リート,「そうか。だが、もし重いものを運ぶならば次からは俺に言え」,M-01,L-01,,,back-006,,,Bonly,,,,,,V-1206,,$
1207,メイア,「でも、本当に大丈夫ですよ。これでも結構力ありますし」,M-01,L-01,,,back-006,,,Bonly,,,,,,,,$
1208,リート,「いいから言え。いいな」,M-01,L-01a,,,back-006,,,Bonly,,,,,,V-1208,,$
1209,メイア,「……ありがとうございます！」,M-02,L-01a,,,back-006,,,Bonly,,,,,,,,$
1210a,メイア,「……あれ？」,M-05,L-08,,,back-006,,,Aonly,,,,,,,,$
1210b,メイア,「……あれ？」,M-05,L-01a,,,back-006,,,Bonly,,,,,,,,$
1211a,メイア,"（こんなところに雑貨屋なんてあったんだ。
いつも素通りしてて気づかなかったな）",M-01,L-08,,,back-006,,,Aonly,,,,,,,,$
1211b,メイア,"（こんなところに雑貨屋なんてあったんだ。
いつも素通りしてて気づかなかったな）",M-01,L-01a,,,back-006,,,Bonly,,,,,,,,$
1212,リート,「ん……どうした？」,M-01,L-01,,,back-006,,,,,,,,,V-1212,,$
1213,メイア,「あ、いえ。なんでもありません」,M-01,L-01,,,back-006,,,,,,,,,,,$
1214,リート,「……雑貨屋か」,M-01,L-01,,,back-006,,,,,,,,,V-1214,,$
1215,メイア,「ここにお店あったの、今気付いて。ちょっとびっくりしただけです」,M-01,L-01,,,back-006,,,,,,,,,,,$
1216,リート,「……」,M-01,L-08,,,back-006,,,,,,,,,V-1216,,$
1217,リート,「……入るか」,M-01,L-01,,,back-006,,,,,,,,,V-1217,,$
1218,メイア,"「えっ？　ほ、本当に違うんです！
気になったものがあるわけでもありませんし……」",M-05,L-01,,,back-006,,,,,,,,,,,$
1219,リート,「俺が気になるだけだ。付き合ってくれ」,M-05,L-01a,,,back-006,,,,,,,,,V-1219,,$
1220,メイア,「リートさんが、そう仰るなら……わかりました」,M-01,L-01a,,,back-006/SO,,,,,,,,SE-006,,,$
1221,メイア,「わあ……！」,M-05,L-01a,,,back-021/SI,,,,,,,,,,,$
1222,メイア,（小物に、アクセサリーに……色んなものがある！）,M-05,L-01a,,,back-021,,,,,,,,,,,$
1223,メイア,（アンティークっぽいから、お屋敷に置いても合いそうだな。あの花瓶とか……）,M-02,L-01a,,,back-021,,,,,,,,,,,$
1224,リート,「……」,M-02,L-01,,,back-021,,,,,,,,,V-1224,,$
1225,メイア,"（リートさんは……気になるものが何かあるのかな。
お買い物が終わるまで、 お店の中見てよう）",M-01,L-01,,,back-021/FO,,,,,,,,,,,$
1226,リート,「メイア」,M-01,L-01,,,back-021/FI,,,,,,,,,V-1226,,$
1227,メイア,「リートさん。お買い物は終わりましたか？」,M-01,L-01,,,back-021,,,,,,,,,,,$
1228,リート,「……ああ」,M-01,L-01,,,back-021,,,,,,,,,V-1228,,$
1229,リート,「……」,M-01,L-08,,,back-021,,,,,,,,,V-1229,,$
1230,リート,「…………」,M-01,L-09,,,back-021,,,,,,,,,V-1230,,$
1231,メイア,「……？　あの、リートさん？」,M-04,L-09,,,back-021,,,,,,,,,,,$
1232,リート,「っ……あ、ああ」,M-04,L-05,,,back-021,,,,,,,,,V-1232,,$
1233,メイア,「えっと……用事が済んだのであれば、そろそろ……」,M-04,L-05,,,back-021,,,,,,,,,,,$
1234,リート,「……いや……」,M-04,L-08,,,back-021,,,,,,,,,V-1234,,$
1235,リート,「……その、少し、いいか」,M-04,L-01,,,back-021,,,,,,,,,V-1235,,$
1236,メイア,「……？　はい、どうされました？」,M-01,L-01,,,back-021,,,,,,,,,,,$
1237,リート,「……目を……瞑っていてほしい」,M-01,L-08,,,back-021,,,,,,,,,V-1237,,$
1238,メイア,「……？　わかりました」,M-01,,,,back-021/FO,,,,,,,,,,,$
1239,メイア,（……？　何か、首に……リートさんの、手？）,M-04,,,,,,,,,,,,,,,$
1240,リート,「……よし、いいぞ」,M-04,,,,,,,,,,,,,V-1240,,$
,メイア,「あ……！」,,,,,still-007/FI,,,,,,,,,,,$
1241,メイア,（ペンダント……花の形だ）,,,,,still-007,,,,,,,,,,,$
1242,リート,「……お前に似合いそうなものを選んでみたんだが……どうだろうか」,,,,,still-007,,,,,,,,,V-1242,,$
1243,メイア,"「ど、どうって……す、すごくきれいです。
こんなの、初めてつけました……！」",,,,,still-007,,,,,,,,,,,$
1244,リート,「……そうか」,,,,,still-007,,,,,,,,,V-1244,,$
1245,リート,"「女性は何か、装飾品を贈ると良いと訳していた本で読んだんだ。
……実践することになるとは、夢にも思わなかったが」",,,,,still-007,,,,,,,,,V-1245,,$
1246,メイア,「でも、どうして……」,,,,,still-007,,,,,,,,,,,$
1247,リート,"「……どうしてだろうな。ただ、お前に何か贈ってやりたいと……
どうしてかそう思った」",,,,,still-007,,,,,,,,,V-1247,,$
1248,リート,"「何か、俺の贈ったものをつけているお前を見たい、と……おかしな話だな。
 すまない、無理に気を遣って身につける必要はない」",,,,,still-007,,,,,,,,,V-1248,,$
1249,メイア,「そんなことないです！　嬉しいです、本当に……」,,,,,still-007,,,,,,,,,,,$
1250,メイア,「こういったものをつけるのも、貰うのも初めてで……びっくりしてしまって。……嬉しいんです、本当に」,,,,,still-007,,,,,,,,,,,$
1251,リート,「……そうか。ならよかった」,,,,,still-007,,,,,,,,,V-1251,,$
1252,リート,「…………」,,,,,still-007,,,,,,,,,V-1252,,$
1253,メイア,「……リートさん？」,,,,,still-007,,,,,,,,,,,$
1254,リート,「今、気付いた。……お前は、案外愛らしい顔をしていたんだな」,,,,,still-007,,,,,,,,,V-1254,,$
1255,メイア,「え……っ」,,,,,still-007/FO,,,,,,,,,,,$
1256,メイア,（ど……どういう意味！？　リートさんが、そんな……）,M-03,L-02/BU,,,back-021/FI,,,,,,,,,,,$
1257,リート,「……？　どうした、妙な顔をして」,M-03,L-03/BU,,,back-021,,,,,,,,,V-1257,,$
1258,メイア,「あ、い、いえっ……」,M-05,L-03/BU,,,back-021,,,,,,,,,,,$
1259,メイア,（む、無意識……？　深い意味は無い……のかな）,M-03,L-03/BU,,,back-021,,,,,,,,,,,$
1260,リート,「そろそろ戻るぞ。あまり遅くなってはテオドアが腹を空かせる」,M-03,L-01,,,back-021,,,,,,,,SE-019,V-1260,,$
1261,メイア, 「……リートさん！」,M-01,L-01,,,back-021,,,,,,,,,,,$
1262,リート,「ん？」,M-01,L-01,,,back-021,,,,,,,BGM-004/FO,,V-1262,,$
1263,メイア,「ペンダント、ありがとうございます。大切にしますね」,M-02,L-01,,,back-021,,,,,,,,,,,$
1264,リート,「――……ああ」,M-02,L-02,,,back-021/FO,,,,,,,,,V-1264,,$
1265,クライン,「……！　メイア」,M-02,K-05,,,back-006/FI,,,,,,,,,V-1265,,$
1266,メイア,「あ……クライン」,M-01,K-05,,,back-006,,,,,,,,,,,$
1267,クライン,「ちょうど良かった、お前のこと探してたんだ。ほら、これ」,M-01,K-01,,,back-006,,,,,,,,,V-1267,,$
1268,メイア,「これ……！」,M-05,K-01,,,back-006,,,,,N-object-008,,,,,,$
1269,クライン,「ちゃんと渡したからな。失くすなよ」,M-05,K-01,,,back-006,,,,,,,,,V-1269,,$
1270,メイア,"「うんっ、ありがとう！
グレイさんにも伝えておいて」",M-02,K-01,,,back-006,,,,,,,,,,,$
1271,リート,「……知り合いか？」,M-02,L-01,,,back-006,,,,,,,,,V-1271,,$
1272,メイア,"「はい！　クラインです。街に不慣れな私をいつも助けてくれていて……
軍人さんで、この前吸血鬼から助けてくれたのも彼なんですよ」",M-01,L-01,,,back-006,,,,,,,,,,,$
1273,クライン,「……メイア、この人って……」,M-01,,L-01,K-02,back-006,,,,,,,,,V-1273,,$
1274,メイア,「わたしのご主人様。リートさんって言うの」,M-01,,L-01,K-02,back-006,,,,,,,,,,,$
1275,クライン,「主人……」,M-01,,L-01,K-08,back-006,,,,,,,,,V-1275,,$
1276,リート,「……帰るぞ」,M-01,,L-06,K-08,back-006,,,,,,,,,V-1276,,$
1277,クライン,「ちょっと待て。あんたに少し聞きたいことがある」,M-01,,L-06,K-08,back-006,,,,,,,,,V-1277,,$
1278,リート,「悪いが急いでいるんだ。メイア、行くぞ」,M-01,,L-01a,K-08,back-006,,,,,,,,,V-1278,,$
1279,クライン,「っ、おい……！」,M-01,,L-01a,K-08,back-006,,,,,,,,,V-1279,,$
1280,グレイ,「なんや往来で騒いで。揉め事か？」,M-01,G-01,,,back-006,,,,,,,,,V-1280,,$
1281,メイア,「グレイさん！」,M-01,G-01,,,back-006,,,,,,,,,,,$
1282,グレイ,"「ああ、お嬢ちゃん。
クラインからは受け取ってくれたか？」",M-01,G-01,,,back-006,,,,,,,,,V-1282,,$
1283,メイア,「はい！　本当になんとお礼を言ったらいいか……」,M-02,G-01,,,back-006,,,,,,,,,,,$
1284,グレイ,"「気にせんでええ。
使われんより使うた方が部品も幸せやろうしな」",M-02,G-02,,,back-006,,,,,,,,,V-1284,,$
1285,グレイ,「……ん、そちらさんは……」,M-02,G-01,,,back-006,,,,,,,,,V-1285,,$
1286,リート,「メイア、行くぞ」,,L-01,,,back-006,,,,,,,BGM-008/CI,,V-1286,,$
1287,メイア,「えっ、あ……リートさん！？」,M-05,L-01,,,back-006/SE_textout,,,,,,,,SE-006,,,$
1288,クライン,"「グレイさん！ あいつ、メイアの主人って！
絶対何か隠してる。今すぐ追って ……！」",,,K-09,G-01,back-006,,,,,,,,,V-1288,,$
1289,グレイ,「……いや、ええ」,,,K-09,G-03,back-006,,,,,,,,,V-1289,,$
1290,クライン,"「は……っ？
なんでだよ、メイアが何か危ないことに巻き込まれてたら……！」",,,K-09,G-03,back-006,,,,,,,,,V-1290,,$
1291,グレイ,"「落ち着け。あのお嬢ちゃんは平気や。
少なくとも、今すぐどうこうとはならん」",,,K-09,G-02,back-006,,,,,,,,,V-1291,,$
1292,クライン,「なんでそんなこと……」,,,K-08,G-01,back-006,,,,,,,,,V-1292,,$
1293,グレイ,"「それより、クライン。近々大きな仕事が決まったで。
……銀蝶隊の悲願が、 すぐそこにある」",,,K-08,G-01,back-006,,,,,,,,,V-1293,,$
1294,クライン,「……グレイさん？」,,,K-07,G-01,back-006/FO,,,,,,,,,V-1294,,$
1295,メイア,「――リートさん、リートさんっ！」,M-04,L-06,,,back-003/FI,,,,,,,,,,,$
1296,リート,「っ……！」,M-04,L-05,,,back-003,,,,,,,,,V-1296,,$
1297,リート,「……すまない。驚かせた」,M-04,L-03,,,back-003,,,,,,,,,V-1297,,$
1298,メイア,「ど……どうしたんですか、いきなり……リートさんらしくないですよ」,M-04,L-03,,,back-003,,,,,,,,,,,$
1299,リート,「…………」,M-04,L-01a,,,back-003,,,,,,,,,,,$
1300,リート,「……あの軍人とは、よく話すのか？」,M-04,L-01,,,back-003,,,,,,,,,V-1300,,$
1301,メイア,「え……？　ええと、クラインとでしたら……街に出たときに話す程度には」,M-04,L-01,,,back-003,,,,,,,,,,,$
1302,リート,「なら、今後は控えろ。あまりあの男……軍人には近づくな」,M-04,L-01,,,back-003,,,,,,,,,V-1302,,$
1303,メイア,「……どうしてですか？」,M-04,L-01,,,back-003,,,,,,,,,,,$
1304,リート,「面倒事に巻き込まれる可能性がある」,M-04,L-04,,,back-003,,,,,,,,,V-1304,,$
1305,メイア,"「クラインはそんな人じゃ……みんな、いい人ですよ。
お屋敷が森の奥って聞いて、少し不安にさせてしまったようですけど……」",M-04,L-04,,,back-003,,,,,,,,,,,$
1306,リート,「……教えたのか？」,M-04,L-06,,,back-003,,,,,,,,,V-1306,,$
1307,メイア,「あ……」,M-06,L-06,,,back-003,,,,,,,,,,,$
1308,リート,「……余計なことをしてくれたな」,M-06,L-04,,,back-003,,,,,,,,,V-1308,,$
1309,メイア,「も……申し訳有りません。わたし……」,M-04,L-04,,,back-003,,,,,,,,,,,$
1310,リート,「もういい。……今後一切、軍人には関わるなよ」,M-04,L-06,,,back-003/SE_textout,,,,,,,,SE-006,V-1310,,$
1311,メイア,「リートさ……」,M-06,,,,back-003,,,,,,,,,,,$
1312,メイア,（……どうしよう。怒らせてしまった……）,M-04,,,,back-003,,,,,,,BGM-008/FO,,,,$
1313,メイア,（……折角楽しかったのに……あとで、ちゃんと謝らないと。それに……）,M-04,,,,back-003,,,,,,,BGM-001/CI,,,,$
1314,メイア,「……時計、今度修理に出さなくちゃ」,M-04,,,,back-003/FO,,,,,,,,,,,$
1315,リート,「……ッ、く……」,,L-10,,,back-015-night/FI,,,,,,,,,V-1315,,$
1316,テオドア,「――リート！」,,,L-10,T-03,back-015-night,,,,,,,,,V-1316,,$
1317,テオドア,「どうしたんだい、ふらついて……顔、真っ青じゃないか！」,,,L-10,T-03,back-015-night,,,,,,,,,V-1317,,$
1318,リート,「テオドアか……悪い、先程から急に目眩がしてな……」,,,L-10,T-03,back-015-night,,,,,,,,,V-1318,,$
1319,テオドア,「いいから、僕に捕まって！　横になったほうがいい」,,,L-10,T-03,back-015-night/FO,,,,,,,,,V-1319,,$
1320,テオドア,「これ、いつもの薬と一緒に飲んでみて。少しは楽になると思う」,,,T-01,,back-005-night/FI,,,,,,,,,V-1320,,$
1321,リート,「ああ……すまない」,,,T-01,L-01a,back-005-night,,,,,,,,,V-1321,,$
1322,テオドア,「……ただの疲れって感じじゃ、なさそうだね。いつから？」,,,T-03,L-01a,back-005-night,,,,,,,,,V-1322,,$
1323,リート,"「薬が切れたときと、同じだ。
朝に飲んだはずなんだが、帰ってきて、あいつと別れた後、突然……」",,,T-03,L-08,back-005-night,,,,,,,,,V-1323,,$
1324,リート,"「……すまないが、メイアに俺の夕食は抜いてもらうよう
言っておいてくれないか。
とても何か食べられる気分ではない」",,,T-03,L-08,back-005-night,,,,,,,,,V-1324,,$
1325,テオドア,「……わかった。スープも難しい？」,,,T-01,L-08,back-005-night,,,,,,,,,V-1325,,$
1326,リート,「今は何も、口に入れたくないんだ」,,,T-01,L-01a,back-005-night,,,,,,,,,V-1326,,$
1327,テオドア,"「そう……伝えておくよ。可能ならば少し眠ってみて。
本当はベッドで休むのがいいけど、動けなさそうならそこで。毛布を取ってくるよ」",,,T-01,L-01a,back-005-night,,,,,,,,,V-1327,,$
1328,リート,「ああ……苦労をかけるな」,,,T-01,L-01,back-005-night,,,,,,,,,V-1328,,$
1329,テオドア,「気にしないで。じゃあ、メイアさんに伝えてくるから」,,,T-01,L-01,back-005-night/SE_textout,,,,,,,,SE-021,V-1329,,$
1330,リート,「…………」,,L-01a,,,back-005-night,,,,,,,BGM-001/FO,,V-1300,,$
1331,リート,「……先のこと……気にしている、だろうな……」,,L-08,,,back-005-night/FO,,,,,,,,,V-1331,,$
1332,テオドア,"「……やっぱり、間違いない。
僕の、リートの追い求めていたものは――」",,T-04,,,back-015-night/FI/FO,,,,,,,,,V-1332,,$
