,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
10033,テオドア,「……うん、ありがとう。それじゃあ貰っていいかな？」,M-01/style_B,T-07,,,back-013-night,,,,,,,,,P_T01_33,,$
10034,テオドア,「そうだ、良かったら少し付き合ってくれる？ この水をあげたい子たちがいるんだ」,M-01/style_B,T-06,,,back-013-night,,,,,,,,,P_T01_34,,$
10035,メイア,「わ……花壇がたくさん。これ、全部お花ですか？」,M-05/style_A,,,,back-013-night,,,,,,,BGM-008/FI,,,,$
10036,テオドア,「薬草だよ。うちにあったのをいくつかこっちに持ってきたんだ。ここにあるものは僕が改良して、日光が無くてもある程度育つようになったものだね」,M-05/style_A,T-01,,,back-013-night,,,,,,,,,P_T01_36,,$
10037,テオドア,「とはいっても、まだこれは一部。やっぱり太陽が無いっていうのはきついね。輸入すると薬が高くなってしまうし……」,M-05/style_A,T-01,,,back-013-night,,,,,,,,,P_T01_37,,$
10038,メイア,「テオさんのお薬って、全部自作されているんですか？」,M-01/style_A,T-01,,,back-013-night,,,,,,,,,,,$
10039,テオドア,「そうだよ。ていうか、僕は元々研究者……どちらかといえば薬師だから。医者になったのは最近だよ」,M-01/style_A,T-02,,,back-013-night,,,,,,,,,P_T01_39,,$
10040,テオドア,「植物も昔から好きでね。こうやって色んなものを育てているときが楽しいんだ。……家族からは、変人扱いされたけど」,M-01/style_A,T-07,,,back-013-night,,,,,,,,,P_T01_40,,$
10041,テオドア,「……ふふ、嬉しいなあ。この水があれば育ちの悪いこの子たちもすぐに成長するはず」,M-01/style_A,T-06,,,back-013-night,,,,,,,,,P_T01_41,,$
10042,テオドア,「やっと考案していた薬の試作に取り掛かれるよ。出来たらリートにでも飲ませようかな」,M-01/style_A,T-02,,,back-013-night,,,,,,,,,P_T01_42,,$
10043,メイア,「ちなみに、どんなお薬なんですか？」,M-01/style_A,T-02,,,back-013-night,,,,,,,,,,,$
10044,テオドア,「倦怠感を解す作用のある薬だよ。あいつ、いつも椅子に座って書き物してるだろう？」,M-01/style_A,T-01,,,back-013-night,,,,,,,,,P_T01_44,,$
10045,テオドア,「休憩も無しに黙々と続けるところがあるから、丁度いいかと思って」,M-01/style_A,T-02,,,back-013-night,,,,,,,,,P_T01_45,,$
10046,テオドア,「これを飲むとね、蓄積されていた疲労が嘘のように消えて通常の五倍ほど元気になれるんだ」,M-01/style_A,T-02,,,back-013-night,,,,,,,,,P_T01_46,,$
10047,メイア,「それは……すごいですね」,M-05/style_A,T-02,,,back-013-night,,,,,,,,,,,$
10048,テオドア,「ただ、次の日に疲労が五倍で戻ってくるのがネックなんだよね。……まあ、実験台が無いと改良もできないから。リートには一旦ベッドの友達になってもらおう」,M-05/style_A,T-01,,,back-013-night,,,,,,,,,P_T01_48,,$
10049,メイア,（……それ、大丈夫なの？）,M-04/style_A,T-01,,,back-013-night,,,,,,,,,,,$
10050,メイア,「……あれ、こっちはお花ですか？」,M-01/style_A,T-01,,,back-013-night,,,,,,,,,,,$
10051,テオドア,「ああ、それ？ 花だけど、それも薬草。クチナシって言うんだ」,M-01/style_A,T-06,,,back-013-night,,,,,,,,,P_T01_51,,$
10052,メイア,「へえ……真っ白で、すごく綺麗。テオさんみたいなお花ですね」,M-02/style_A,T-06,,,back-013-night,,,,,,,,,,,$
10053,テオドア,「え……」,M-02/style_A,T-05,,,back-013-night,,,,,,,,,P_T01_53,,$
10054,メイア,「穏やかで、優しい印象……テオさんにぴったりです！」,M-02/style_A,T-05,,,back-013-night,,,,,,,,,,,$
10055,テオドア,「……そうかな」,M-02/style_A,T-01,,,back-013-night,,,,,,,,,P_T01_55,,$
10056,テオドア,「──僕は、きみみたいな人の方がよっぽどこの花に似合うと思うな」,M-02/style_A,T-06,,,back-013-night/FO,,,,,,,,,P_T01_56,,$
10057,メイア,「え……わ、」,,,,,still/FI,,,,,,,,,,,$
10058,テオドア,「……うん、やっぱりよく似合う」,,,,,,,,,,,,,,P_T01_58,,$
10059,テオドア,「この花は僕じゃなく、きみのためにあるんだよ。白くて純粋……本当に優しい心を持った、きみのために」,,,,,,,,,,,,,,P_T01_59,,$
10060,テオドア,「……そう。僕なんかより、ずっと」,,,,,,,,,,,,,,P_T01_60,,$
10061,メイア,「テオさん……？」,,,,,still/FO,,,,,,,,,,,$
10062,テオドア,「それ、あげるよ。リートにも見せてあげたら？ きっと似合うって言ってくれるよ」,M-05/style_A,T-06,,,back-013-night/FI,,,,,,,,,P_T01_62,,$
10063,メイア,「……テオさん」,M-05/style_A,T-06,,,back-013-night,,,,,,,,,,,$
10064,テオドア,「うん？」,M-05/style_A,T-01,,,back-013-night,,,,,,,,,P_T01_64,,$
10065,メイア,「……いえ。ありがとうございます！ 大切にしますね」,M-02/style_A,T-01,,,back-013-night,,,,,,,,,,,$
10066,テオドア,「──うん。どういたしまして」,M-02/style_A,T-02,,,back-013-night/FO,,,,,,,BGM-008/FO,,P_T01_66,,$
