,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
52,メイア,（お屋敷の中、入ってもいいよね。どうせ誰もいないし……）,M-04,,,,back-003,,,Aonly,,,,,,,,$
53,メイア,（花壇にまぎれて隠れられないかな）,,M-04,,,back-003,,,Bonly,,,,,,,,$
54,メイア,「ど、どこでもいいよね。早く隠れて……」,M-04,,,,back-003,,,,,,,,,,,$
55,吸血鬼,「グァァァァ！」,,S-03a,,,back-003,,,,,,,,SE-038,,,$
56,メイア,「ひっ……！」,M-06,S-03a,,,back-003,,,,,,,,SE-004,,,$
57,メイア,「痛っ……」,M-09,S-03a,,,back-003,,,,,,,,,,,$
58,吸血鬼,「グルル……」,,S-03a,,,back-003,,,,,,,,,,,$
59,メイア,"（しまった……！
押さえつけられて、びくともしない……！）",M-09,S-03a,,,back-003,,,,,,,,,,,$
60,メイア,「ぅ……ぐ……」,M-09,S-03a,,,back-003,,,,,,,,SE-005,,,$
61,メイア,（息が……！このままじゃ……）,M-09,S-03a,,,back-003,,,,,,,,,,,$
62,メイア,（折角逃げてきたのに、結局こうなるの……？）,M-09,S-03a,,,back-003,,,,,,,,,,,$
63,メイア,（……もしかしたら上手く逃げられて、自由になれると思ったのに）,M-09,S-03a,,,back-003,,,,,,,,,,,$
64,メイア,（結局、私は……）,M-04,S-03a,,,back-003,,,,,,,,,,,$
65,？？？,「──俺の屋敷の前で何をしている」,M-05,S-03a,,,back-003,,,,,,,BGM-001/FO,,V-0065,,$
66,メイア,「……え……？」,M-09,S-03a,,,back-003,,,,,,,,,,,$
67,？？？,　「……吸血鬼？どうしてここに……」,M-09,L-05,,,back-003,,,,,,,,SE-006,V-0067,,$
68,吸血鬼,「グ……ググ……」,M-09,L-05,,,back-003,,,,,,,,,,,$
69,？？？,「……酷いな。飢えて理性を完全に失っている、これでは……」,M-09,L-08,,,back-003,,,,,,,,,V-0069,,$
70,吸血鬼,「グアァァァ！」,M-09,L-08,,,back-003,,,,,,,,,,,$
71,？？？,「……煩い。騒ぐな」,M-09,L-06,,,back-003,,,,,,,,,V-0071,,$
,吸血鬼,「グゥッ……！？」,M-09,L-06,,,back-003,,,,,,,,SE-004,,,$
72,？？？,「まったく……起き上がる前に処理をしなくては。面倒だな……」,M-09,L-04,,,back-003,,,,,,,,SE-007,V-0072,,$
73,メイア,「…………」,M-05,L-04,,,back-003,,,,,,,,,,,$
74,？？？,「……それで、お前は？」,M-05,L-01,,,back-003,,,,,,,,,V-0074,,$
75,メイア,「…………」,M-04,L-01,,,back-003/FO,,,,,,,,,,,$
76,？？？,「は……おい。……おい、しっかりしろ！」,,,,,,,,,,,,,SE-007,V-0076,,$
77,？？？,「……参ったな。本当に面倒事が降ってきた」 ,,,,,,,,,,,,,,V-0077,,$
78,メイア,「……ん……」,M-04,,,,back-004-sun/FI,,,,,,,BGM-002/CI,SE-008,,,$
79,メイア,（ここは……？）,M-04,,,,back-004-sun,,,,,,,,,,,$
80,？？？,「気が付いたか」,,,,,back-004-sun,,,,,,,,,V-0080,,$
81,メイア,「……！」,M-05,L-01,,,back-004-sun,,,,,,,,,,,$
82,メイア,"（びっくりした……そうだ、さっき助かったと思ったら
気失っちゃって……）",M-05,L-01,,,back-004-sun,,,,,,,,,,,$
83,？？？,「……？　喋れないのか」,M-05,L-03,,,back-004-sun,,,,,,,,,V-0083,,$
84,メイア,「あっ、い、いえ……すみません」,M-05,L-03,,,back-004-sun,,,,,,,,,,,$
85,メイア,"（それどころじゃなくて気がつかなかったけど……
こんな綺麗な人だったんだ）",M-05,L-03,,,back-004-sun,,,,,,,,,,,$
86,？？？,「そうか。気分はどうだ？　痛むところは？」,,L-01,,,back-004-sun,,,,,,,,,V-0086,,$
87,メイア,「え……っと──痛っ……」,M-01,L-01,,,back-004-sun,,,,,,,,,,,$
88,メイア,「……顔が、ちょっと」,M-04,L-01,,,back-004-sun,,,,,,,,,,,$
89,？？？,「ああ……痣になっているからな。先程の吸血鬼にやられたんだろう」,,L-01,,,back-004-sun,,,,,,,,,V-0089,,$
90,メイア,「あ……」,M-06,L-01,,,back-004-sun,,,,,,,,,,,$
91,？？？,「安心しろ。もういない」,,L-01a,,,back-004-sun,,,,,,,,,V-0091,,$
92,？？？,"「もうここに来ることもないだろう。……しかし、妙だな。
ここは餌となる人間がいないから、吸血鬼なんていないはずなんだが」",,L-08,,,back-004-sun,,,,,,,,,V-0092,,$
93,？？？,「万が一いたとしても、迷って奥深くまでは来られない」,,L-08,,,back-004-sun,,,,,,,,,V-0093,,$
94,メイア,「迷う……？」,M-04,L-08,,,back-004-sun,,,,,,,,,,,$
95,？？？,「『迷いの森』。そう呼ばれているだろう、ここは」,,L-01,,,back-004-sun,,,,,,,,,V-0095,,$
96,メイア,「そ、そうなんですか？」,M-05,L-01,,,back-004-sun,,,,,,,,,,,$
97,？？？,「……知らないのか」,,L-05,,,back-004-sun,,,,,,,,,V-0097,,$
98,メイア,"「すみません、その……あまり外には出られなかったもので。
あまり詳しくないんです」",M-04,L-05,,,back-004-sun,,,,,,,,,,,$
99,？？？,「そうか。まあいい」,M-04,L-01a,,,back-004-sun,,,,,,,,,V-0099,,$
100,？？？,"「兎に角、そう揶揄されるほどこの森は深く、迷いやすい。
お前がここまでたどり着けたのはほぼ奇跡のようなものだ」",M-04,L-01,,,back-004-sun,,,,,,,,,V-0100,,$
101,？？？,「こんなところに足を踏み入れるなんて、お前も相当な物好きだな」,M-04,L-04,,,back-004-sun,,,,,,,,,V-0101,,$
102,メイア,「え、えっと……」,M-04,L-04,,,back-004-sun,,,,,,,,,,,$
103,？？？,"「傷は痛むだろうが、幸いそこまで酷くない。
処置はしたから、痕も残らないだろう。
念のため、暫く安静にしているといい」",M-04,L-01,,,back-004-sun,,,,,,,,,V-0103,,$
104,メイア,「え……？」,M-05,L-01,,,back-004-sun,,,,,,,,,,,$
105,？？？,「ここの部屋を使ってくれて構わない。完治したら後は勝手に出ていけ」,M-05,L-01,,,back-004-sun,,,,,,,,,V-0105,,$
106,メイア,"「ま、まってください！　そんな、見ず知らずの人に
そこまでしていただくなんて……」",M-05,L-01,,,back-004-sun,,,,,,,,,,,$
107,？？？,"「屋敷の前で倒れられて、そのまま放置しておく方が寝覚めが悪い。
俺が勝手にやったことだ」",M-05,L-04,,,back-004-sun,,,,,,,,,V-0107,,$
108,メイア,「な、なら……せめて、何かお礼させてください！」,M-04,L-04,,,back-004-sun,,,,,,,,,,,$
109,？？？,「必要ない」,M-04,L-01a,,,back-004-sun,,,,,,,,,V-0109,,$
110,メイア,「で、でも」,M-04,L-01a,,,back-004-sun,,,,,,,,,,,$
111,？？？,「そもそも、何で礼をするつもりだ？　金を持っているようには見えないが」,M-04,L-01,,,back-004-sun,,,,,,,,,V-0111,,$
112,メイア,「それは……そう、ですけど」,M-04,L-01,,,back-004-sun,,,,,,,,,,,$
113,メイア,「あっ、でも！　せめてお屋敷のお仕事くらいは！」,M-05,L-01,,,back-004-sun,,,,,,,,,,,$
114,メイア,"「私、これでもずっとアインの貴族様のところで下働きをしていたんです。
掃除に炊事、一通りのことはできます！」",M-01,L-01,,,back-004-sun,,,,,,,,,,,$
115,？？？,「結構だ」,M-01,L-04,,,back-004-sun,,,,,,,,,V-0115,,$
116,メイア,"「で、でもでも！
このお屋敷、あまりお手入れが行き届いてないっぽいじゃないですか」",M-05,L-04,,,back-004-sun,,,,,,,,,,,$
117,メイア,「……天井、蜘蛛の巣張ってるし」,M-04,L-04,,,back-004-sun,,,,,,,,,,,$
118,？？？,「……客間なんて、使う機会がないんだ」,M-04,L-08,,,back-004-sun,,,,,,,,,V-0118,,$
119,メイア,"「もしかして、なんですけど。
……ここのお屋敷、使用人がいないんじゃないでしょうか。
あんまり考えられないですけど……」",M-04,L-08,,,back-004-sun,,,,,,,,,,,$
120,メイア,"「最初、廃墟だとばっかり思ってしまって……
まさか人が居たなんて思えませんでしたし」",M-04,L-08,,,back-004-sun,,,,,,,,,,,$
121,？？？,「……」,M-04,L-01a,,,back-004-sun,,,,,,,,,V-0121,,$
122,メイア,"「だから、私を使用人としてここに置いてもらえないですか？
何でもします！　絶対お役に立ちます！」",M-07,L-01a,,,back-004-sun,,,,,,,,,,,$
123,メイア,「ですから、どうでしょう……？」,M-04,L-01a,,,back-004-sun,,,,,,,,,,,$
124,？？？,「……何度も言うが、結構だ」,M-04,L-08,,,back-004-sun,,,,,,,,,V-0124,,$
125,メイア,「でも──」,M-04,L-08,,,back-004-sun,,,,,,,,,,,$
126,？？？,"「誰かと共に過ごすのは嫌いなんだ。
お前が居ては意味がない」",M-04,L-01,,,back-004-sun,,,,,,,,,V-0126,,$
127,メイア,「そんな……」,M-04,L-01,,,back-004-sun,,,,,,,,,,,$
128,メイア,（こ、この人……）,M-04,L-01,,,back-004-sun,,,,,,,,,,,$
,,,,,,,back-004-sun,すごくいい人だ/LiedLove_high,人が嫌いなのかな/LiedLove_low,,,,,,,,,$
129,メイア,（この人──すごく、良い人だ！）,M-05,L-01,,,back-004-sun,,,Aonly,,,,,,,,$
130,メイア,"（私にお礼させないように、気を遣わせないように、ここまで言ってくれるなんて……
こんな良い人、この世にいたんだ）",M-05,L-01,,,back-004-sun,,,Aonly,,,,,,,,$
131,メイア,"（……でも、どうしよう。
どっちにしろ、ここを出てから行く宛がないんだよね。
まさか街に戻るわけにもいかないし……）",M-04,L-01,,,back-004-sun,,,Aonly,,,,,,,,$
132,メイア,"「……その、初めて会って、しかも命の恩人である
貴方にここまでお願いするのも
本当に申し訳ないんですが……」",M-04,L-01,,,back-004-sun,,,Aonly,,,,,,,,$
133,？？？,「……なんだ」,M-04,L-04,,,back-004-sun,,,Aonly,,,,,,V-0133,,$
134,メイア,「私、アインの屋敷から逃げてきて……それで追われてたんです」,M-04,L-04,,,back-004-sun,,,Aonly,,,,,,,,$
135,メイア,"「なので、あの……行く宛がないので、
せめて次の働き先が見つかるまででいいのでここに置いていただけないでしょうか……？」",M-04,L-04,,,back-004-sun,,,Aonly,,,,,,,,$
136,？？？,「…………」,M-04,L-06,,,back-004-sun,,,Aonly,,,,,,V-0136,,$
137,メイア,（す……すごい渋い顔してる──！）,M-05,L-06,,,back-004-sun,,,Aonly,,,,,,,,$
138,メイア,"（そ、そうだよね。元々一人が好きなんだし。
そりゃ嫌に決まってる）",M-04,L-06,,,back-004-sun,,,Aonly,,,,,,,,$
139,メイア,"（人と関わるの、嫌いなのかも。一人で住んでるようだし……
いい人であるのは確かだけど）",M-04,L-01,,,back-004-sun,,,Bonly,,,,,,,,$
140,メイア,"（でも、困ったな。
どっちにしろ、ここを出てから行く宛がないんだよね。
まさか街に戻るわけにもいかないし……）",M-04,L-01,,,back-004-sun,,,Bonly,,,,,,,,$
141,メイア,「……わかりました」,M-07,L-01,,,back-004-sun,,,Bonly,,,,,,,,$
142,？？？,「そうか、なら──」,M-07,L-01a,,,back-004-sun,,,Bonly,,,,,,V-0142,,$
143,メイア,「でしたら、せめて庭での野宿許可を頂けないでしょうか！」,M-07,L-01a,,,back-004-sun,,,Bonly,,,,,,,,$
144,？？？,「…………は？」,M-07,L-05,,,back-004-sun,,,Bonly,,,,,,V-0144,,$
145,メイア,"（す……すごい顔された──！いやまあ、そりゃそうだよね。
いきなり庭で野宿させろなんて、私が考えてもおかしいもん）",M-04,L-05,,,back-004-sun,,,Bonly,,,,,,,,$
146a,メイア,"「ご、ごめんなさい！　すごい迷惑なお願いなのは分かってます。
けど、お屋敷に戻るわけには行かなくて……」",M-04,L-06,,,back-004-sun,,,Aonly,,,,,,,,$
146b,メイア,"「ご、ごめんなさい！　すごい迷惑なお願いなのは分かってます。
けど、お屋敷に戻るわけには行かなくて……」",M-04,L-05,,,back-004-sun,,,Bonly,,,,,,,,$
147a,メイア,"「お願いします！　出来るだけすぐに新しい勤め先を見つけます。
ですから、その間だけ！」",M-04,L-06,,,back-004-sun,,,Aonly,,,,,,,,$
147b,メイア,"「お願いします！　出来るだけすぐに新しい勤め先を見つけます。
ですから、その間だけ！」",M-04,L-05,,,back-004-sun,,,Bonly,,,,,,,,$
148,？？？,「……本当に、すぐに出ていくんだな？」,M-04,L-04,,,back-004-sun,,,,,,,,,V-0148,,$
149,メイア,「はい！　それはもう、見つけ次第すぐに！」,M-07,L-04,,,back-004-sun,,,,,,,,,,,$
150,？？？,「……三ヶ月」,M-07,L-01a,,,back-004-sun,,,,,,,,,V-0150,,$
151,メイア,「はいっ？」,M-01,L-01a,,,back-004-sun,,,,,,,,,,,$
152,？？？,"「三ヶ月。それが期限だ。
三ヶ月経ったら問答無用で出て行ってもらう」",M-01,L-01,,,back-004-sun,,,,,,,,,V-0152,,$
153,？？？,「……屋敷の中でいいから、野宿はよせ」,M-01,L-01a,,,back-004-sun,,,Bonly,,,,,,V-0153,,$
154,メイア,"「……！　はいっ！　それでいいです！
ありがとうございます！！」",M-02,L-01a,,,back-004-sun,,,,,,,,,,,$
155,？？？,「……まったく」,M-02,L-04,,,back-004-sun,,,,,,,,,V-0155,,$
156,メイア,"「あの、ここにいる間私なんでもしますから！
何かあればすぐにお申し付けください！」",M-02,L-04,,,back-004-sun,,,,,,,,,,,$
157,メイア,"「あ……私、メイアって言います！
メイア・レオミュール！　よろしくお願いします！
……えっと……」",M-01,L-04,,,back-004-sun,,,,,,,,,,,$
158,リート,「……リート・ベルネット」,M-01,L-01,,,back-004-sun,,,,,,,,,V-0158,,$
159,メイア,「はいっ！　よろしくお願いします！」,M-02,L-01,,,back-004-sun,,,,,,,,,,,$
160,メイア,"「リート……リート様？　あ、ご主人様とかの方が
いいですかね」",M-04,L-01,,,back-004-sun,,,,,,,,,,,$
161,リート,「普通でいい」,M-04,L-04,,,back-004-sun,,,,,,,,,V-0161,,$
162,メイア,「わかりました、リートさん！」,M-02,L-04,,,back-004-sun/FO,,,,,,,BGM-002/FO,,,,$
163,メイア,"「……さて、充分休んで怪我もよくなったことだし！
今日から本格的に仕事しよう！」",M-02,,,,back-004-sun/FI,,,,,,,BGM-002/CI,,,,$
164,メイア,"「取り合えず、今日のところは掃除しようかな。
埃、結構酷いし……」",M-01,,,,back-004-sun,,,,,,,BGM-002/FO,,,,$
,,,,,,,,,,,,,,,,,行動選択画面（パズルのみプレイ可能）表示,$
165,メイア,「夢中でやってたら、あっという間に夜になっちゃった」,M-01,,,,back-004-night/FI,,,,,,,,,,ゲーム終了後,$
166,メイア,「……それにしても、このお屋敷、やっぱり少し変」,M-04,,,,back-004-night,,,,,,,,,,,$
167,メイア,"「リートさんが普段生活してる場所はそれなりに
綺麗なんだけど……
他の部屋は全部、廃墟みたい。さっきの書庫だって……」",M-04,,,,back-004-night,,,,,,,,,,,$
168,メイア,"「……まあ、仕事が多い分やりがいがあっていいけど。
無理言って住まわせてもらってる身だし」",M-01,,,,back-004-night,,,,,,,,,,,$
169,メイア,「──うん、明日も頑張ろう！」,M-02,,,,back-004-night/FO,,,,,,,,,,,$
170,メイア,"「今日は先に料理をしよう。昨日掃除したし、
やっとまともな料理が作れる！」",M-01,,,,back-004-sun/FI,,,,,,,BGM-002/CI,,,,$
,,,,,,,,,,,,,,,,,行動選択画面（料理のみプレイ可能）表示,$
171,メイア,「リートさん、お食事の用意ができました」,M-01,,,,back-005-night/FI,,,,,,,,SE-009,,ゲーム終了後,$
172,リート,「ここに持ってきてくれ」,,L-01,,,back-005-night,,,,,,,,,V-0172,,$
173,メイア,（……うーん）,M-04,L-01,,,back-005-night,,,,,,,,,,,$
174,メイア,"（……一人がいいのは分かるけど、
ずっと同じ部屋に篭り切りなのはどうなんだろう）",M-04,L-01,,,back-005-night,,,,,,,,,,,$
175,メイア,（せめて、食事くらい食堂で摂ってくれればいいんだけど……）,M-04,L-01,,,back-005-night/FO,,,,,,,,,,,$
,,,,,,,,,,,,,,,,,,$
176,メイア,"「昨日確認したんだけど、食材が足りないんだよね。
今日あたり買い出しに行かないと」",M-01,,,,back-004-sun/FI,,,,,,,BGM-002/CI,,,,$
177,メイア,「……街……でも、平民街なら貴族が来ることはまずないし」,M-04,,,,back-004-sun,,,,,,,,,,,$
,メイア,"「森の抜け道はリートさんから教えてもらったし、
いざとなればここまで走って……」",M-04,,,,back-004-sun,,,,,,,,,,,$
178,メイア,「……一応、布とか被っていこうかな」,M-04,,,,back-004-sun/SO,,,,,,,BGM-002/FO,,,行動選択画面（買い出しのみプレイ可能）表示,$
179,,,,,,,,,,,,,,,,,,$
180,メイア,（ふう……なんとか買えた）,M-01,,,,back-007/FI,,,,,,,,,,ゲーム終了後,$
181,メイア,"（街ってすごいな。広くて、人も多くて……
でも、活気があっていいな）",M-01,,,,back-007,,,,,,,,,,,$
182,メイア,"（色んなお店もあって輝いてる。
時間があればちょっと見てみたいけど……）",M-01,,,,back-007,,,,,,,,,,,$
183,メイア,「──あれ？」,M-05,,,,back-007,,,,,,,,,,,$
184,メイア,（……ここ、どこ？）,M-04,,,,back-007,,,,,,,,,,,$
185,メイア,"「さっきの通りから、確か……右に曲がって？
……いや、左？」",M-04,,,,back-007,,,,,,,,,,,$
186,？？？,「──どうしたんだ？　通りの真ん中でふらふらして」,M-04,,,,back-007,,,,,,,,,V-0186,,$
187,メイア,「え──」,M-05,,,,back-007,,,,,,,,,,,$
188,メイア,"（軍服……軍人？　……の割には、随分明るい……
っていうか、ちゃらちゃらしてる？）",M-05,K-01,,,back-007,,,,,,,BGM-003/CI,,,,$
189,？？？,「あ、待ってな。当てる。……迷子だろ！」,M-05,K-03,,,back-007,,,,,,,,,V-0189,,$
190,メイア,"「なっ！　ま、迷子じゃ……
ちょっと、道に見覚えが無いだけで……」",M-07,K-03,,,back-007,,,,,,,,,,,$
191,？？？,"「ははっ！　それを迷子って言うんだよ。
どこに行きたいんだ？　クライン様が案内してやる」",M-07,K-03,,,back-007,,,,,,,,,V-0191,,$
192,？？？,「軍人だからな、そこらの奴より街には詳しいぜ」,M-07,K-01,,,back-007,,,,,,,,,V-0192,,$
193,メイア,「え、えっと……」,M-04,K-01,,,back-007,,,,,,,,,,,$
194,クライン,「オレはクライン。気軽に呼び捨てしてくれな！　あんたは？」,M-04,K-01,,,back-007,,,,,,,,,V-0194,,$
195,メイア,「……メイア」,M-01,K-01,,,back-007,,,,,,,,,,,$
196,クライン,「メイア！　へえ、可愛い名前！」,M-01,K-03,,,back-007,,,,,,,,,V-0196,,$
197,クライン,"「さ、それじゃ行こうか！
めくるめく街中デートにしゅっぱーつ！」",M-01,K-03,,,back-007,,,,,,,,,V-0197,,$
198,メイア,「デート！？　は、あの……」,M-05,K-03,,,back-007,,,,,,,,,,,$
199,クライン,"「あんた、この街慣れてないんだろ？　買い物するのにそれじゃ不便だぞ。
いいから俺についてこいって！」",M-05,K-01,,,back-007,,,,,,,,,V-0199,,$
200,メイア,「え、いや、あの……」,M-04,K-01,,,back-007,,,,,,,,,,,$
201,メイア,"（な、なんなのこの人……！
いきなり現れたと思ったら……）",M-04,K-01,,,back-007,,,,,,,,,,,$
202,メイア,（も、もしかしてこれって……！）,M-04,K-01,,,back-007,,,,,,,,,,,$
,,,,,,,back-007,ナンパ？/KleinLove_high,人さらい？/KleinLove_low,,,,,,,,,$
203,メイア,「ナンパ？」,M-04,K-01,,,back-007,,,Aonly,,,,,,,,$
204,クライン,"「お、アタリ。
ああでも、困ってそうで声かけたってのもホントだぜ？
人助け半分、可愛かったから半分」",M-04,K-03,,,back-007,,,Aonly,,,,,,V-0204,,$
205,メイア,「……」,M-04,K-03,,,back-007,,,Aonly,,,,,,,,$
206,クライン,"「んな冷たい目すんなよ。
別に取って食ったりしねーって」",M-04,K-05,,,back-007,,,Aonly,,,,,,V-0206,,$
207,クライン,"「今アインで一番人気！
イケメン軍人クライン様と言えば俺のこと。
どうだ？　俺とちょーっとその辺でお茶とか……」",M-04,K-03,,,back-007,,,Aonly,,,,,,V-0207,,$
208,メイア,「結構です」,M-07,K-03,,,back-007,,,Aonly,,,,,,,,$
209,クライン,「ああわかった！　わかったよ、俺が悪かった」,M-07,K-06,,,back-007,,,Aonly,,,,,,V-0209,,$
210,メイア,「人さらい？」,M-04,K-01,,,back-007,,,Bonly,,,,,,,,$
211,クライン,"「ちっっげーよ！！
軍服着てんだろ！　ホラ！！」",M-04,K-06,,,back-007,,,Bonly,,,,,,V-0211,,$
212,メイア,「変装だったり……」,M-04,K-06,,,back-007,,,Bonly,,,,,,,,$
213,クライン,"「んな手間かける人さらいいねーって。
そもそも軍服の偽装、犯罪だろ。」",M-04,K-07,,,back-007,,,Bonly,,,,,,V-0213,,$
214,クライン,"「……ああーっと、ほら、これ！勲章！あとこれ、
ブローチ！
なっ、ちゃちくないだろ、本物だろ！」",M-04,K-06/BU,,,back-007,,,Bonly,,,,,,V-0214,,$
215,メイア,"「わ、わかりました！
わかったから、そんな近寄ってこなくても……」",M-05,K-06/BU,,,back-007,,,Bonly,,,,,,,,$
216,クライン,"「や、だってナンパして人さらいに間違われるとかないだろ。
生まれて初めてだぜ、俺」",M-05,K-07,,,back-007,,,Bonly,,,,,,V-0216,,$
217,クライン,「……ま、女の子はそれくらい警戒心強い方がいいだろうけどな」,M-05,K-01,,,back-007,,,Bonly,,,,,,V-0217,,$
,,,,,,,back-007,,,,,,,,,,,$
